iteration localSeedProduced height_star sumTrunkArea totalDensity
201 0 0.0600159 3.46743 3154.71
202 0 0.0600192 3.46408 3150.5
203 0 0.0600226 3.46074 3146.3
204 0 0.0600259 3.4574 3142.1
205 0 0.0600292 3.45407 3137.91
206 0 0.0600326 3.45073 3133.73
207 0 0.0600359 3.4474 3129.55
208 0 0.0600392 3.44407 3125.38
209 0 0.0600426 3.44075 3121.21
210 0 0.0600459 3.43743 3117.05
211 0 0.0600492 3.43411 3112.9
212 0 0.0600525 3.43079 3108.74
213 0 0.0600559 3.42747 3104.6
214 0 0.0600592 3.42416 3100.46
215 0 0.0600625 3.42085 3096.33
216 0 0.0600659 3.41755 3092.2
217 0 0.0600692 3.41425 3088.07
218 0 0.0600725 3.41094 3083.96
219 0 0.0600758 3.40765 3079.85
220 0 0.0600792 3.40435 3075.74
221 0 0.0600825 3.40106 3071.64
222 0 0.0600858 3.39777 3067.54
223 0 0.0600891 3.39448 3063.45
224 0 0.0600925 3.3912 3059.37
225 0 0.0600958 3.38792 3055.29
226 0 0.0600991 3.38464 3051.22
227 0 0.0601024 3.38136 3047.15
228 0 0.0601057 3.37809 3043.08
229 0 0.0601091 3.37482 3039.03
230 0 0.0601124 3.37155 3034.97
231 0 0.0601157 3.36829 3030.93
232 0 0.060119 3.36503 3026.89
233 0 0.0601223 3.36177 3022.85
234 0 0.0601257 3.35851 3018.82
235 0 0.060129 3.35526 3014.8
236 0 0.0601323 3.35201 3010.78
237 0 0.0601356 3.34876 3006.76
238 0 0.0601389 3.34551 3002.75
239 0 0.0601422 3.34227 2998.75
240 0 0.0601456 3.33903 2994.75
241 0 0.0601489 3.33579 2990.76
242 0 0.0601522 3.33256 2986.77
243 0 0.0601555 3.32932 2982.79
244 0 0.0601588 3.32609 2978.81
245 0 0.0601621 3.32287 2974.84
246 0 0.0601654 3.31964 2970.87
247 0 0.0601688 3.31642 2966.91
248 0 0.0601721 3.3132 2962.95
249 0 0.0601754 3.30999 2959
250 0 0.0601787 3.30677 2955.06
251 0 0.060182 3.30356 2951.12
252 0 0.0601853 3.30036 2947.18
253 0 0.0601886 3.29715 2943.25
254 0 0.0601919 3.29395 2939.33
255 0 0.0601952 3.29075 2935.41
256 0 0.0601985 3.28755 2931.5
257 0 0.0602019 3.28436 2927.59
258 0 0.0602052 3.28116 2923.68
259 0 0.0602085 3.27798 2919.79
260 0 0.0602118 3.27479 2915.89
261 0 0.0602151 3.27161 2912.01
262 0 0.0602184 3.26842 2908.12
263 0 0.0602217 3.26525 2904.25
264 0 0.060225 3.26207 2900.37
265 0 0.0602283 3.2589 2896.51
266 0 0.0602316 3.25573 2892.64
267 0 0.0602349 3.25256 2888.79
268 0 0.0602382 3.2494 2884.94
269 0 0.0602415 3.24623 2881.09
270 0 0.0602448 3.24307 2877.25
271 0 0.0602481 3.23992 2873.41
272 0 0.0602514 3.23676 2869.58
273 0 0.0602547 3.23361 2865.75
274 0 0.060258 3.23046 2861.93
275 0 0.0602613 3.22732 2858.12
276 0 0.0602646 3.22417 2854.31
277 0 0.0602679 3.22103 2850.5
278 0 0.0602712 3.21789 2846.7
279 0 0.0602745 3.21476 2842.9
280 0 0.0602778 3.21163 2839.11
281 0 0.0602811 3.20849 2835.33
282 0 0.0602844 3.20537 2831.55
283 0 0.0602877 3.20224 2827.77
284 0 0.060291 3.19912 2824
285 0 0.0602943 3.196 2820.24
286 0 0.0602976 3.19288 2816.48
287 0 0.0603009 3.18977 2812.72
288 0 0.0603042 3.18666 2808.97
289 0 0.0603075 3.18355 2805.23
290 0 0.0603108 3.18044 2801.48
291 0 0.0603141 3.17734 2797.75
292 0 0.0603174 3.17424 2794.02
293 0 0.0603207 3.17114 2790.29
294 0 0.0603239 3.16804 2786.57
295 0 0.0603272 3.16495 2782.86
296 0 0.0603305 3.16186 2779.15
297 0 0.0603338 3.15877 2775.44
298 0 0.0603371 3.15568 2771.74
299 0 0.0603404 3.1526 2768.05
300 0 0.0603437 3.14952 2764.36
301 0 0.060347 3.14644 2760.67
302 0 0.0603503 3.14337 2756.99
303 0 0.0603536 3.1403 2753.31
304 0 0.0603568 3.13723 2749.64
305 0 0.0603601 3.13416 2745.98
306 0 0.0603634 3.1311 2742.31
307 0 0.0603667 3.12803 2738.66
308 0 0.06037 3.12498 2735.01
309 0 0.0603733 3.12192 2731.36
310 0 0.0603766 3.11886 2727.72
311 0 0.0603798 3.11581 2724.08
312 0 0.0603831 3.11276 2720.45
313 0 0.0603864 3.10972 2716.82
314 0 0.0603897 3.10667 2713.2
315 0 0.060393 3.10363 2709.58
316 0 0.0603963 3.1006 2705.97
317 0 0.0603995 3.09756 2702.36
318 0 0.0604028 3.09453 2698.76
319 0 0.0604061 3.0915 2695.16
320 0 0.0604094 3.08847 2691.57
321 0 0.0604127 3.08544 2687.98
322 0 0.0604159 3.08242 2684.39
323 0 0.0604192 3.0794 2680.81
324 0 0.0604225 3.07638 2677.24
325 0 0.0604258 3.07337 2673.67
326 0 0.0604291 3.07035 2670.1
327 0 0.0604323 3.06734 2666.54
328 0 0.0604356 3.06434 2662.99
329 0 0.0604389 3.06133 2659.44
330 0 0.0604422 3.05833 2655.89
331 0 0.0604454 3.05533 2652.35
332 0 0.0604487 3.05233 2648.81
333 0 0.060452 3.04934 2645.28
334 0 0.0604553 3.04635 2641.76
335 0 0.0604585 3.04336 2638.23
336 0 0.0604618 3.04037 2634.72
337 0 0.0604651 3.03739 2631.2
338 0 0.0604684 3.03441 2627.69
339 0 0.0604716 3.03143 2624.19
340 0 0.0604749 3.02845 2620.69
341 0 0.0604782 3.02548 2617.2
342 0 0.0604814 3.0225 2613.71
343 0 0.0604847 3.01954 2610.22
344 0 0.060488 3.01657 2606.74
345 0 0.0604913 3.01361 2603.27
346 0 0.0604945 3.01064 2599.8
347 0 0.0604978 3.00769 2596.33
348 0 0.0605011 3.00473 2592.87
349 0 0.0605043 3.00178 2589.41
350 0 0.0605076 2.99883 2585.96
351 0 0.0605109 2.99588 2582.51
352 0 0.0605141 2.99293 2579.07
353 0 0.0605174 2.98999 2575.63
354 0 0.0605207 2.98705 2572.19
355 0 0.0605239 2.98411 2568.76
356 0 0.0605272 2.98117 2565.34
357 0 0.0605305 2.97824 2561.92
358 0 0.0605337 2.97531 2558.5
359 0 0.060537 2.97238 2555.09
360 0 0.0605402 2.96946 2551.69
361 0 0.0605435 2.96653 2548.28
362 0 0.0605468 2.96361 2544.89
363 0 0.06055 2.96069 2541.49
364 0 0.0605533 2.95778 2538.1
365 0 0.0605566 2.95487 2534.72
366 0 0.0605598 2.95196 2531.34
367 0 0.0605631 2.94905 2527.96
368 0 0.0605663 2.94614 2524.59
369 0 0.0605696 2.94324 2521.23
370 0 0.0605728 2.94034 2517.87
371 0 0.0605761 2.93744 2514.51
372 0 0.0605794 2.93455 2511.16
373 0 0.0605826 2.93165 2507.81
374 0 0.0605859 2.92876 2504.46
375 0 0.0605891 2.92587 2501.13
376 0 0.0605924 2.92299 2497.79
377 0 0.0605956 2.92011 2494.46
378 0 0.0605989 2.91723 2491.13
379 0 0.0606022 2.91435 2487.81
380 0 0.0606054 2.91147 2484.5
381 0 0.0606087 2.9086 2481.18
382 0 0.0606119 2.90573 2477.87
383 0 0.0606152 2.90286 2474.57
384 0 0.0606184 2.9 2471.27
385 0 0.0606217 2.89713 2467.98
386 0 0.0606249 2.89427 2464.69
387 0 0.0606282 2.89142 2461.4
388 0 0.0606314 2.88856 2458.12
389 0 0.0606347 2.88571 2454.84
390 0 0.0606379 2.88286 2451.57
391 0 0.0606412 2.88001 2448.3
392 0 0.0606444 2.87716 2445.03
393 0 0.0606477 2.87432 2441.77
394 0 0.0606509 2.87148 2438.52
395 0 0.0606542 2.86864 2435.27
396 0 0.0606574 2.86581 2432.02
397 0 0.0606607 2.86297 2428.78
398 0 0.0606639 2.86014 2425.54
399 0 0.0606672 2.85731 2422.3
400 0 0.0606704 2.85449 2419.07
401 0 0.0606737 2.85167 2415.85
402 0 0.0606769 2.84884 2412.63
403 0 0.0606801 2.84603 2409.41
404 0 0.0606834 2.84321 2406.2
405 0 0.0606866 2.8404 2402.99
406 0 0.0606899 2.83759 2399.79
407 0 0.0606931 2.83478 2396.59
408 0 0.0606964 2.83197 2393.39
409 0 0.0606996 2.82917 2390.2
410 0 0.0607028 2.82637 2387.01
411 0 0.0607061 2.82357 2383.83
412 0 0.0607093 2.82077 2380.65
413 0 0.0607126 2.81798 2377.48
414 0 0.0607158 2.81519 2374.31
415 0 0.0607191 2.8124 2371.14
416 0 0.0607223 2.80961 2367.98
417 0 0.0607255 2.80683 2364.82
418 0 0.0607288 2.80405 2361.67
419 0 0.060732 2.80127 2358.52
420 0 0.0607352 2.79849 2355.38
421 0 0.0607385 2.79572 2352.24
422 0 0.0607417 2.79294 2349.1
423 0 0.060745 2.79018 2345.97
424 0 0.0607482 2.78741 2342.84
425 0 0.0607514 2.78464 2339.72
426 0 0.0607547 2.78188 2336.6
427 0 0.0607579 2.77912 2333.48
428 0 0.0607611 2.77636 2330.37
429 0 0.0607644 2.77361 2327.26
430 0 0.0607676 2.77086 2324.16
431 0 0.0607708 2.76811 2321.06
432 0 0.0607741 2.76536 2317.97
433 0 0.0607773 2.76261 2314.88
434 0 0.0607805 2.75987 2311.79
435 0 0.0607838 2.75713 2308.71
436 0 0.060787 2.75439 2305.63
437 0 0.0607902 2.75166 2302.55
438 0 0.0607934 2.74893 2299.48
439 0 0.0607967 2.74619 2296.42
440 0 0.0607999 2.74347 2293.36
441 0 0.0608031 2.74074 2290.3
442 0 0.0608064 2.73802 2287.24
443 0 0.0608096 2.7353 2284.19
444 0 0.0608128 2.73258 2281.15
445 0 0.060816 2.72986 2278.11
446 0 0.0608193 2.72715 2275.07
447 0 0.0608225 2.72444 2272.04
448 0 0.0608257 2.72173 2269.01
449 0 0.0608289 2.71902 2265.98
450 0 0.0608322 2.71631 2262.96
451 0 0.0608354 2.71361 2259.94
452 0 0.0608386 2.71091 2256.93
453 0 0.0608418 2.70822 2253.92
454 0 0.0608451 2.70552 2250.92
455 0 0.0608483 2.70283 2247.91
456 0 0.0608515 2.70014 2244.92
457 0 0.0608547 2.69745 2241.92
458 0 0.060858 2.69477 2238.93
459 0 0.0608612 2.69208 2235.95
460 0 0.0608644 2.6894 2232.97
461 0 0.0608676 2.68672 2229.99
462 0 0.0608708 2.68405 2227.02
463 0 0.0608741 2.68137 2224.05
464 0 0.0608773 2.6787 2221.08
465 0 0.0608805 2.67603 2218.12
466 0 0.0608837 2.67337 2215.16
467 0 0.0608869 2.6707 2212.21
468 0 0.0608901 2.66804 2209.26
469 0 0.0608934 2.66538 2206.31
470 0 0.0608966 2.66273 2203.37
471 0 0.0608998 2.66007 2200.44
472 0 0.060903 2.65742 2197.5
473 0 0.0609062 2.65477 2194.57
474 0 0.0609094 2.65212 2191.65
475 0 0.0609127 2.64948 2188.72
476 0 0.0609159 2.64683 2185.8
477 0 0.0609191 2.64419 2182.89
478 0 0.0609223 2.64156 2179.98
479 0 0.0609255 2.63892 2177.07
480 0 0.0609287 2.63629 2174.17
481 0 0.0609319 2.63366 2171.27
482 0 0.0609351 2.63103 2168.38
483 0 0.0609384 2.6284 2165.49
484 0 0.0609416 2.62578 2162.6
485 0 0.0609448 2.62315 2159.71
486 0 0.060948 2.62053 2156.84
487 0 0.0609512 2.61792 2153.96
488 0 0.0609544 2.6153 2151.09
489 0 0.0609576 2.61269 2148.22
490 0 0.0609608 2.61008 2145.35
491 0 0.060964 2.60747 2142.49
492 0 0.0609672 2.60487 2139.64
493 0 0.0609704 2.60226 2136.78
494 0 0.0609737 2.59966 2133.94
495 0 0.0609769 2.59706 2131.09
496 0 0.0609801 2.59447 2128.25
497 0 0.0609833 2.59187 2125.41
498 0 0.0609865 2.58928 2122.58
499 0 0.0609897 2.58669 2119.75
500 0 0.0609929 2.58411 2116.92
501 0 0.0609961 2.58152 2114.1
502 0 0.0609993 2.57894 2111.28
503 0 0.0610025 2.57636 2108.46
504 0 0.0610057 2.57378 2105.65
505 0 0.0610089 2.57121 2102.85
506 0 0.0610121 2.56863 2100.04
507 0 0.0610153 2.56606 2097.24
508 0 0.0610185 2.56349 2094.45
509 0 0.0610217 2.56093 2091.65
510 0 0.0610249 2.55836 2088.86
511 0 0.0610281 2.5558 2086.08
512 0 0.0610313 2.55324 2083.3
513 0 0.0610345 2.55068 2080.52
514 0 0.0610377 2.54813 2077.75
515 0 0.0610409 2.54558 2074.98
516 0 0.0610441 2.54303 2072.21
517 0 0.0610473 2.54048 2069.45
518 0 0.0610505 2.53793 2066.69
519 0 0.0610537 2.53539 2063.93
520 0 0.0610569 2.53285 2061.18
521 0 0.0610601 2.53031 2058.43
522 0 0.0610633 2.52777 2055.69
523 0 0.0610665 2.52524 2052.95
524 0 0.0610697 2.52271 2050.21
525 0 0.0610728 2.52018 2047.47
526 0 0.061076 2.51765 2044.74
527 0 0.0610792 2.51512 2042.02
528 0 0.0610824 2.5126 2039.3
529 0 0.0610856 2.51008 2036.58
530 0 0.0610888 2.50756 2033.86
531 0 0.061092 2.50505 2031.15
532 0 0.0610952 2.50253 2028.44
533 0 0.0610984 2.50002 2025.74
534 0 0.0611016 2.49751 2023.04
535 0 0.0611048 2.495 2020.34
536 0 0.061108 2.4925 2017.64
537 0 0.0611111 2.49 2014.95
538 0 0.0611143 2.4875 2012.27
539 0 0.0611175 2.485 2009.58
540 0 0.0611207 2.4825 2006.91
541 0 0.0611239 2.48001 2004.23
542 0 0.0611271 2.47752 2001.56
543 0 0.0611303 2.47503 1998.89
544 0 0.0611335 2.47254 1996.22
545 0 0.0611366 2.47006 1993.56
546 0 0.0611398 2.46757 1990.9
547 0 0.061143 2.46509 1988.25
548 0 0.0611462 2.46262 1985.6
549 0 0.0611494 2.46014 1982.95
550 0 0.0611526 2.45767 1980.31
551 0 0.0611557 2.45519 1977.67
552 0 0.0611589 2.45273 1975.03
553 0 0.0611621 2.45026 1972.4
554 0 0.0611653 2.44779 1969.77
555 0 0.0611685 2.44533 1967.14
556 0 0.0611717 2.44287 1964.52
557 0 0.0611748 2.44041 1961.9
558 0 0.061178 2.43796 1959.28
559 0 0.0611812 2.4355 1956.67
560 0 0.0611844 2.43305 1954.06
561 0 0.0611876 2.4306 1951.45
562 0 0.0611907 2.42816 1948.85
563 0 0.0611939 2.42571 1946.25
564 0 0.0611971 2.42327 1943.66
565 0 0.0612003 2.42083 1941.07
566 0 0.0612034 2.41839 1938.48
567 0 0.0612066 2.41596 1935.9
568 0 0.0612098 2.41352 1933.31
569 0 0.061213 2.41109 1930.74
570 0 0.0612161 2.40866 1928.16
571 0 0.0612193 2.40623 1925.59
572 0 0.0612225 2.40381 1923.02
573 0 0.0612257 2.40139 1920.46
574 0 0.0612288 2.39897 1917.9
575 0 0.061232 2.39655 1915.34
576 0 0.0612352 2.39413 1912.79
577 0 0.0612384 2.39172 1910.24
578 0 0.0612415 2.38931 1907.69
579 0 0.0612447 2.3869 1905.15
580 0 0.0612479 2.38449 1902.61
581 0 0.0612511 2.38208 1900.07
582 0 0.0612542 2.37968 1897.54
583 0 0.0612574 2.37728 1895.01
584 0 0.0612606 2.37488 1892.48
585 0 0.0612637 2.37248 1889.96
586 0 0.0612669 2.37009 1887.44
587 0 0.0612701 2.3677 1884.92
588 0 0.0612732 2.36531 1882.41
589 0 0.0612764 2.36292 1879.9
590 0 0.0612796 2.36054 1877.39
591 0 0.0612827 2.35815 1874.89
592 0 0.0612859 2.35577 1872.39
593 0 0.0612891 2.35339 1869.89
594 0 0.0612922 2.35101 1867.4
595 0 0.0612954 2.34864 1864.91
596 0 0.0612986 2.34627 1862.42
597 0 0.0613017 2.3439 1859.94
598 0 0.0613049 2.34153 1857.46
599 0 0.0613081 2.33916 1854.98
600 0 0.0613112 2.3368 1852.51
601 0 0.0613144 2.33444 1850.04
602 0 0.0613176 2.33208 1847.57
603 0 0.0613207 2.32972 1845.11
604 0 0.0613239 2.32736 1842.65
605 0 0.061327 2.32501 1840.19
606 0 0.0613302 2.32266 1837.74
607 0 0.0613334 2.32031 1835.29
608 0 0.0613365 2.31796 1832.84
609 0 0.0613397 2.31562 1830.4
610 0 0.0613428 2.31328 1827.96
611 0 0.061346 2.31094 1825.52
612 0 0.0613492 2.3086 1823.08
613 0 0.0613523 2.30626 1820.65
614 0 0.0613555 2.30393 1818.23
615 0 0.0613586 2.3016 1815.8
616 0 0.0613618 2.29927 1813.38
617 0 0.0613649 2.29694 1810.96
618 0 0.0613681 2.29461 1808.55
619 0 0.0613713 2.29229 1806.14
620 0 0.0613744 2.28997 1803.73
621 0 0.0613776 2.28765 1801.32
622 0 0.0613807 2.28533 1798.92
623 0 0.0613839 2.28302 1796.52
624 0 0.0523835 2.28071 1794.13
625 0 0.0523839 2.2784 1791.74
626 0 0.0523843 2.27609 1789.35
627 0 0.0523847 2.27379 1786.96
628 0 0.0523852 2.27148 1784.58
629 0 0.0523856 2.26918 1782.2
630 0 0.052386 2.26688 1779.82
631 0 0.0523864 2.26458 1777.45
632 0 0.0523869 2.26229 1775.08
633 0 0.0523873 2.25999 1772.71
634 0 0.0523877 2.2577 1770.35
635 0 0.0523881 2.25541 1767.99
636 0 0.0523885 2.25312 1765.63
637 0 0.052389 2.25084 1763.28
638 0 0.0523894 2.24856 1760.93
639 0 0.0523898 2.24627 1758.58
640 0 0.0523902 2.244 1756.23
641 0 0.0523907 2.24172 1753.89
642 0 0.0523911 2.23944 1751.55
643 0 0.0523915 2.23717 1749.22
644 0 0.0523919 2.2349 1746.89
645 0 0.0523923 2.23263 1744.56
646 0 0.0523928 2.23036 1742.23
647 0 0.0523932 2.2281 1739.91
648 0 0.0523936 2.22584 1737.59
649 0 0.052394 2.22358 1735.27
650 0 0.0523945 2.22132 1732.96
651 0 0.0523949 2.21906 1730.65
652 0 0.0523953 2.21681 1728.34
653 0 0.0523957 2.21456 1726.04
654 0 0.0523962 2.21231 1723.73
655 0 0.0523966 2.21006 1721.44
656 0 0.052397 2.20781 1719.14
657 0 0.0523974 2.20557 1716.85
658 0 0.0523978 2.20333 1714.56
659 0 0.0523983 2.20109 1712.27
660 0 0.0523987 2.19885 1709.99
661 0 0.0523991 2.19661 1707.71
662 0 0.0523995 2.19438 1705.43
663 0 0.0524 2.19215 1703.16
664 0 0.0524004 2.18992 1700.89
665 0 0.0524008 2.18769 1698.62
666 0 0.0524012 2.18547 1696.36
667 0 0.0524016 2.18324 1694.09
668 0 0.0524021 2.18102 1691.83
669 0 0.0524025 2.1788 1689.58
670 0 0.0524029 2.17658 1687.33
671 0 0.0524033 2.17437 1685.08
672 0 0.0524038 2.17216 1682.83
673 0 0.0524042 2.16995 1680.59
674 0 0.0524046 2.16774 1678.35
675 0 0.052405 2.16553 1676.11
676 0 0.0524054 2.16332 1673.87
677 0 0.0524059 2.16112 1671.64
678 0 0.0524063 2.15892 1669.41
679 0 0.0524067 2.15672 1667.19
680 0 0.0524071 2.15453 1664.96
681 0 0.0524076 2.15233 1662.74
682 0 0.052408 2.15014 1660.53
683 0 0.0524084 2.14795 1658.31
684 0 0.0524088 2.14576 1656.1
685 0 0.0524093 2.14357 1653.89
686 0 0.0524097 2.14139 1651.69
687 0 0.0524101 2.1392 1649.49
688 0 0.0524105 2.13702 1647.29
689 0 0.0524109 2.13485 1645.09
690 0 0.0524114 2.13267 1642.9
691 0 0.0524118 2.13049 1640.71
692 0 0.0524122 2.12832 1638.52
693 0 0.0524126 2.12615 1636.33
694 0 0.0524131 2.12398 1634.15
695 0 0.0524135 2.12182 1631.97
696 0 0.0524139 2.11965 1629.8
697 0 0.0524143 2.11749 1627.62
698 0 0.0524147 2.11533 1625.45
699 0 0.0524152 2.11317 1623.29
