iteration localSeedProduced height_star sumTrunkArea totalDensity
201 0 0.0600159 3.46744 3154.96
202 0 0.0600192 3.4641 3150.76
203 0 0.0600226 3.46076 3146.56
204 0 0.0600259 3.45742 3142.36
205 0 0.0600292 3.45408 3138.17
206 0 0.0600326 3.45075 3133.99
207 0 0.0600359 3.44742 3129.81
208 0 0.0600392 3.44409 3125.64
209 0 0.0600426 3.44076 3121.47
210 0 0.0600459 3.43744 3117.31
211 0 0.0600492 3.43412 3113.15
212 0 0.0600525 3.43081 3109
213 0 0.0600559 3.42749 3104.86
214 0 0.0600592 3.42418 3100.72
215 0 0.0600625 3.42087 3096.59
216 0 0.0600659 3.41757 3092.46
217 0 0.0600692 3.41426 3088.34
218 0 0.0600725 3.41096 3084.22
219 0 0.0600758 3.40767 3080.11
220 0 0.0600792 3.40437 3076
221 0 0.0600825 3.40108 3071.9
222 0 0.0600858 3.39779 3067.8
223 0 0.0600891 3.3945 3063.71
224 0 0.0600925 3.39122 3059.63
225 0 0.0600958 3.38794 3055.55
226 0 0.0600991 3.38466 3051.47
227 0 0.0601024 3.38138 3047.4
228 0 0.0601057 3.37811 3043.34
229 0 0.0601091 3.37484 3039.28
230 0 0.0601124 3.37157 3035.23
231 0 0.0601157 3.36831 3031.18
232 0 0.060119 3.36505 3027.14
233 0 0.0601223 3.36179 3023.11
234 0 0.0601257 3.35853 3019.07
235 0 0.060129 3.35528 3015.05
236 0 0.0601323 3.35202 3011.03
237 0 0.0601356 3.34878 3007.01
238 0 0.0601389 3.34553 3003.01
239 0 0.0601422 3.34229 2999
240 0 0.0601456 3.33905 2995
241 0 0.0601489 3.33581 2991.01
242 0 0.0601522 3.33257 2987.02
243 0 0.0601555 3.32934 2983.04
244 0 0.0601588 3.32611 2979.06
245 0 0.0601621 3.32289 2975.09
246 0 0.0601654 3.31966 2971.12
247 0 0.0601688 3.31644 2967.16
248 0 0.0601721 3.31322 2963.2
249 0 0.0601754 3.31001 2959.25
250 0 0.0601787 3.30679 2955.31
251 0 0.060182 3.30358 2951.37
252 0 0.0601853 3.30038 2947.43
253 0 0.0601886 3.29717 2943.5
254 0 0.0601919 3.29397 2939.58
255 0 0.0601952 3.29077 2935.66
256 0 0.0601985 3.28757 2931.74
257 0 0.0602019 3.28438 2927.84
258 0 0.0602052 3.28119 2923.93
259 0 0.0602085 3.278 2920.03
260 0 0.0602118 3.27481 2916.14
261 0 0.0602151 3.27163 2912.25
262 0 0.0602184 3.26845 2908.37
263 0 0.0602217 3.26527 2904.49
264 0 0.060225 3.26209 2900.62
265 0 0.0602283 3.25892 2896.75
266 0 0.0602316 3.25575 2892.89
267 0 0.0602349 3.25258 2889.03
268 0 0.0602382 3.24942 2885.18
269 0 0.0602415 3.24625 2881.33
270 0 0.0602448 3.2431 2877.49
271 0 0.0602481 3.23994 2873.65
272 0 0.0602514 3.23678 2869.82
273 0 0.0602547 3.23363 2866
274 0 0.060258 3.23048 2862.17
275 0 0.0602613 3.22734 2858.36
276 0 0.0602646 3.22419 2854.55
277 0 0.0602679 3.22105 2850.74
278 0 0.0602712 3.21792 2846.94
279 0 0.0602745 3.21478 2843.14
280 0 0.0602778 3.21165 2839.35
281 0 0.0602811 3.20852 2835.57
282 0 0.0602844 3.20539 2831.79
283 0 0.0602877 3.20226 2828.01
284 0 0.060291 3.19914 2824.24
285 0 0.0602943 3.19602 2820.47
286 0 0.0602976 3.19291 2816.71
287 0 0.0603009 3.18979 2812.96
288 0 0.0603042 3.18668 2809.21
289 0 0.0603075 3.18357 2805.46
290 0 0.0603108 3.18046 2801.72
291 0 0.0603141 3.17736 2797.99
292 0 0.0603174 3.17426 2794.25
293 0 0.0603207 3.17116 2790.53
294 0 0.0603239 3.16807 2786.81
295 0 0.0603272 3.16497 2783.09
296 0 0.0603305 3.16188 2779.38
297 0 0.0603338 3.15879 2775.68
298 0 0.0603371 3.15571 2771.98
299 0 0.0603404 3.15263 2768.28
300 0 0.0603437 3.14955 2764.59
301 0 0.060347 3.14647 2760.9
302 0 0.0603503 3.14339 2757.22
303 0 0.0603536 3.14032 2753.54
304 0 0.0603568 3.13725 2749.87
305 0 0.0603601 3.13418 2746.21
306 0 0.0603634 3.13112 2742.55
307 0 0.0603667 3.12806 2738.89
308 0 0.06037 3.125 2735.24
309 0 0.0603733 3.12194 2731.59
310 0 0.0603766 3.11889 2727.95
311 0 0.0603798 3.11584 2724.31
312 0 0.0603831 3.11279 2720.68
313 0 0.0603864 3.10974 2717.05
314 0 0.0603897 3.1067 2713.43
315 0 0.060393 3.10366 2709.81
316 0 0.0603963 3.10062 2706.2
317 0 0.0603995 3.09758 2702.59
318 0 0.0604028 3.09455 2698.98
319 0 0.0604061 3.09152 2695.39
320 0 0.0604094 3.08849 2691.79
321 0 0.0604127 3.08547 2688.2
322 0 0.0604159 3.08244 2684.62
323 0 0.0604192 3.07942 2681.04
324 0 0.0604225 3.07641 2677.46
325 0 0.0604258 3.07339 2673.89
326 0 0.0604291 3.07038 2670.33
327 0 0.0604323 3.06737 2666.77
328 0 0.0604356 3.06436 2663.21
329 0 0.0604389 3.06136 2659.66
330 0 0.0604422 3.05836 2656.12
331 0 0.0604454 3.05536 2652.57
332 0 0.0604487 3.05236 2649.04
333 0 0.060452 3.04936 2645.51
334 0 0.0604553 3.04637 2641.98
335 0 0.0604585 3.04338 2638.46
336 0 0.0604618 3.0404 2634.94
337 0 0.0604651 3.03741 2631.42
338 0 0.0604684 3.03443 2627.92
339 0 0.0604716 3.03145 2624.41
340 0 0.0604749 3.02848 2620.91
341 0 0.0604782 3.0255 2617.42
342 0 0.0604814 3.02253 2613.93
343 0 0.0604847 3.01956 2610.44
344 0 0.060488 3.0166 2606.96
345 0 0.0604913 3.01363 2603.49
346 0 0.0604945 3.01067 2600.02
347 0 0.0604978 3.00771 2596.55
348 0 0.0605011 3.00476 2593.09
349 0 0.0605043 3.0018 2589.63
350 0 0.0605076 2.99885 2586.18
351 0 0.0605109 2.9959 2582.73
352 0 0.0605141 2.99296 2579.28
353 0 0.0605174 2.99001 2575.85
354 0 0.0605207 2.98707 2572.41
355 0 0.0605239 2.98414 2568.98
356 0 0.0605272 2.9812 2565.56
357 0 0.0605305 2.97827 2562.14
358 0 0.0605337 2.97534 2558.72
359 0 0.060537 2.97241 2555.31
360 0 0.0605402 2.96948 2551.9
361 0 0.0605435 2.96656 2548.5
362 0 0.0605468 2.96364 2545.1
363 0 0.06055 2.96072 2541.71
364 0 0.0605533 2.95781 2538.32
365 0 0.0605566 2.95489 2534.93
366 0 0.0605598 2.95198 2531.55
367 0 0.0605631 2.94907 2528.18
368 0 0.0605663 2.94617 2524.81
369 0 0.0605696 2.94327 2521.44
370 0 0.0605728 2.94037 2518.08
371 0 0.0605761 2.93747 2514.72
372 0 0.0605794 2.93457 2511.37
373 0 0.0605826 2.93168 2508.02
374 0 0.0605859 2.92879 2504.68
375 0 0.0605891 2.9259 2501.34
376 0 0.0605924 2.92302 2498
377 0 0.0605956 2.92013 2494.67
378 0 0.0605989 2.91725 2491.34
379 0 0.0606022 2.91438 2488.02
380 0 0.0606054 2.9115 2484.7
381 0 0.0606087 2.90863 2481.39
382 0 0.0606119 2.90576 2478.08
383 0 0.0606152 2.90289 2474.78
384 0 0.0606184 2.90002 2471.48
385 0 0.0606217 2.89716 2468.18
386 0 0.0606249 2.8943 2464.89
387 0 0.0606282 2.89144 2461.61
388 0 0.0606314 2.88859 2458.32
389 0 0.0606347 2.88574 2455.05
390 0 0.0606379 2.88288 2451.77
391 0 0.0606412 2.88004 2448.5
392 0 0.0606444 2.87719 2445.24
393 0 0.0606477 2.87435 2441.98
394 0 0.0606509 2.87151 2438.72
395 0 0.0606542 2.86867 2435.47
396 0 0.0606574 2.86583 2432.22
397 0 0.0606607 2.863 2428.98
398 0 0.0606639 2.86017 2425.74
399 0 0.0606672 2.85734 2422.51
400 0 0.0606704 2.85452 2419.28
401 0 0.0606737 2.85169 2416.05
402 0 0.0606769 2.84887 2412.83
403 0 0.0606801 2.84606 2409.61
404 0 0.0606834 2.84324 2406.4
405 0 0.0606866 2.84043 2403.19
406 0 0.0606899 2.83762 2399.99
407 0 0.0606931 2.83481 2396.79
408 0 0.0606964 2.832 2393.59
409 0 0.0606996 2.8292 2390.4
410 0 0.0607028 2.8264 2387.21
411 0 0.0607061 2.8236 2384.03
412 0 0.0607093 2.8208 2380.85
413 0 0.0607126 2.81801 2377.68
414 0 0.0607158 2.81522 2374.51
415 0 0.0607191 2.81243 2371.34
416 0 0.0607223 2.80964 2368.18
417 0 0.0607255 2.80686 2365.02
418 0 0.0607288 2.80408 2361.87
419 0 0.060732 2.8013 2358.72
420 0 0.0607352 2.79852 2355.58
421 0 0.0607385 2.79575 2352.43
422 0 0.0607417 2.79297 2349.3
423 0 0.060745 2.7902 2346.17
424 0 0.0607482 2.78744 2343.04
425 0 0.0607514 2.78467 2339.91
426 0 0.0607547 2.78191 2336.79
427 0 0.0607579 2.77915 2333.68
428 0 0.0607611 2.77639 2330.57
429 0 0.0607644 2.77364 2327.46
430 0 0.0607676 2.77089 2324.36
431 0 0.0607708 2.76814 2321.26
432 0 0.0607741 2.76539 2318.16
433 0 0.0607773 2.76264 2315.07
434 0 0.0607805 2.7599 2311.98
435 0 0.0607838 2.75716 2308.9
436 0 0.060787 2.75442 2305.82
437 0 0.0607902 2.75169 2302.75
438 0 0.0607934 2.74895 2299.68
439 0 0.0607967 2.74622 2296.61
440 0 0.0607999 2.7435 2293.55
441 0 0.0608031 2.74077 2290.49
442 0 0.0608064 2.73805 2287.44
443 0 0.0608096 2.73533 2284.39
444 0 0.0608128 2.73261 2281.34
445 0 0.060816 2.72989 2278.3
446 0 0.0608193 2.72718 2275.26
447 0 0.0608225 2.72447 2272.23
448 0 0.0608257 2.72176 2269.2
449 0 0.0608289 2.71905 2266.17
450 0 0.0608322 2.71635 2263.15
451 0 0.0608354 2.71364 2260.13
452 0 0.0608386 2.71094 2257.12
453 0 0.0608418 2.70825 2254.11
454 0 0.0608451 2.70555 2251.11
455 0 0.0608483 2.70286 2248.1
456 0 0.0608515 2.70017 2245.11
457 0 0.0608547 2.69748 2242.11
458 0 0.060858 2.6948 2239.12
459 0 0.0608612 2.69211 2236.14
460 0 0.0608644 2.68943 2233.16
461 0 0.0608676 2.68675 2230.18
462 0 0.0608708 2.68408 2227.21
463 0 0.0608741 2.68141 2224.24
464 0 0.0608773 2.67873 2221.27
465 0 0.0608805 2.67607 2218.31
466 0 0.0608837 2.6734 2215.35
467 0 0.0608869 2.67074 2212.4
468 0 0.0608901 2.66807 2209.45
469 0 0.0608934 2.66541 2206.5
470 0 0.0608966 2.66276 2203.56
471 0 0.0608998 2.6601 2200.62
472 0 0.060903 2.65745 2197.69
473 0 0.0609062 2.6548 2194.76
474 0 0.0609094 2.65215 2191.83
475 0 0.0609127 2.64951 2188.91
476 0 0.0609159 2.64687 2185.99
477 0 0.0609191 2.64422 2183.07
478 0 0.0609223 2.64159 2180.16
479 0 0.0609255 2.63895 2177.26
480 0 0.0609287 2.63632 2174.35
481 0 0.0609319 2.63369 2171.45
482 0 0.0609351 2.63106 2168.56
483 0 0.0609384 2.62843 2165.67
484 0 0.0609416 2.62581 2162.78
485 0 0.0609448 2.62319 2159.9
486 0 0.060948 2.62057 2157.02
487 0 0.0609512 2.61795 2154.14
488 0 0.0609544 2.61533 2151.27
489 0 0.0609576 2.61272 2148.4
490 0 0.0609608 2.61011 2145.54
491 0 0.060964 2.6075 2142.68
492 0 0.0609672 2.6049 2139.82
493 0 0.0609704 2.6023 2136.97
494 0 0.0609737 2.59969 2134.12
495 0 0.0609769 2.5971 2131.27
496 0 0.0609801 2.5945 2128.43
497 0 0.0609833 2.59191 2125.59
498 0 0.0609865 2.58932 2122.76
499 0 0.0609897 2.58673 2119.93
500 0 0.0609929 2.58414 2117.1
501 0 0.0609961 2.58156 2114.28
502 0 0.0609993 2.57897 2111.46
503 0 0.0610025 2.57639 2108.65
504 0 0.0610057 2.57382 2105.83
505 0 0.0610089 2.57124 2103.03
506 0 0.0610121 2.56867 2100.22
507 0 0.0610153 2.5661 2097.42
508 0 0.0610185 2.56353 2094.63
509 0 0.0610217 2.56096 2091.83
510 0 0.0610249 2.5584 2089.04
511 0 0.0610281 2.55584 2086.26
512 0 0.0610313 2.55328 2083.48
513 0 0.0610345 2.55072 2080.7
514 0 0.0610377 2.54816 2077.92
515 0 0.0610409 2.54561 2075.15
516 0 0.0610441 2.54306 2072.39
517 0 0.0610473 2.54051 2069.62
518 0 0.0610505 2.53797 2066.86
519 0 0.0610537 2.53542 2064.11
520 0 0.0610569 2.53288 2061.36
521 0 0.0610601 2.53034 2058.61
522 0 0.0610633 2.52781 2055.86
523 0 0.0610665 2.52527 2053.12
524 0 0.0610697 2.52274 2050.38
525 0 0.0610728 2.52021 2047.65
526 0 0.061076 2.51768 2044.92
527 0 0.0610792 2.51516 2042.19
528 0 0.0610824 2.51264 2039.47
529 0 0.0610856 2.51012 2036.75
530 0 0.0610888 2.5076 2034.04
531 0 0.061092 2.50508 2031.32
532 0 0.0610952 2.50257 2028.62
533 0 0.0610984 2.50006 2025.91
534 0 0.0611016 2.49755 2023.21
535 0 0.0611048 2.49504 2020.51
536 0 0.061108 2.49253 2017.82
537 0 0.0611111 2.49003 2015.13
538 0 0.0611143 2.48753 2012.44
539 0 0.0611175 2.48503 2009.76
540 0 0.0611207 2.48254 2007.08
541 0 0.0611239 2.48004 2004.4
542 0 0.0611271 2.47755 2001.73
543 0 0.0611303 2.47506 1999.06
544 0 0.0611335 2.47258 1996.39
545 0 0.0611366 2.47009 1993.73
546 0 0.0611398 2.46761 1991.07
547 0 0.061143 2.46513 1988.42
548 0 0.0611462 2.46265 1985.77
549 0 0.0611494 2.46017 1983.12
550 0 0.0611526 2.4577 1980.48
551 0 0.0611557 2.45523 1977.84
552 0 0.0611589 2.45276 1975.2
553 0 0.0611621 2.45029 1972.57
554 0 0.0611653 2.44783 1969.94
555 0 0.0611685 2.44537 1967.31
556 0 0.0611717 2.44291 1964.69
557 0 0.0611748 2.44045 1962.07
558 0 0.061178 2.43799 1959.45
559 0 0.0611812 2.43554 1956.84
560 0 0.0611844 2.43309 1954.23
561 0 0.0611876 2.43064 1951.62
562 0 0.0611907 2.42819 1949.02
563 0 0.0611939 2.42575 1946.42
564 0 0.0611971 2.4233 1943.83
565 0 0.0612003 2.42086 1941.23
566 0 0.0612034 2.41843 1938.65
567 0 0.0612066 2.41599 1936.06
568 0 0.0612098 2.41356 1933.48
569 0 0.061213 2.41113 1930.9
570 0 0.0612161 2.4087 1928.33
571 0 0.0612193 2.40627 1925.76
572 0 0.0612225 2.40384 1923.19
573 0 0.0612257 2.40142 1920.62
574 0 0.0612288 2.399 1918.06
575 0 0.061232 2.39658 1915.51
576 0 0.0612352 2.39417 1912.95
577 0 0.0612384 2.39175 1910.4
578 0 0.0612415 2.38934 1907.85
579 0 0.0612447 2.38693 1905.31
580 0 0.0612479 2.38452 1902.77
581 0 0.0612511 2.38212 1900.23
582 0 0.0612542 2.37972 1897.7
583 0 0.0612574 2.37732 1895.17
584 0 0.0612606 2.37492 1892.64
585 0 0.0612637 2.37252 1890.12
586 0 0.0612669 2.37013 1887.6
587 0 0.0612701 2.36773 1885.08
588 0 0.0612732 2.36534 1882.57
589 0 0.0612764 2.36296 1880.06
590 0 0.0612796 2.36057 1877.55
591 0 0.0612827 2.35819 1875.05
592 0 0.0612859 2.35581 1872.55
593 0 0.0612891 2.35343 1870.05
594 0 0.0612922 2.35105 1867.56
595 0 0.0612954 2.34868 1865.07
596 0 0.0612986 2.3463 1862.58
597 0 0.0613017 2.34393 1860.1
598 0 0.0613049 2.34156 1857.62
599 0 0.0613081 2.3392 1855.14
600 0 0.0613112 2.33683 1852.67
601 0 0.0613144 2.33447 1850.2
602 0 0.0613176 2.33211 1847.73
603 0 0.0613207 2.32975 1845.27
604 0 0.0613239 2.3274 1842.81
605 0 0.061327 2.32505 1840.35
606 0 0.0613302 2.3227 1837.9
607 0 0.0613334 2.32035 1835.44
608 0 0.0613365 2.318 1833
609 0 0.0613397 2.31565 1830.55
610 0 0.0613428 2.31331 1828.11
611 0 0.061346 2.31097 1825.68
612 0 0.0613492 2.30863 1823.24
613 0 0.0613523 2.3063 1820.81
614 0 0.0613555 2.30396 1818.38
615 0 0.0613586 2.30163 1815.96
616 0 0.0613618 2.2993 1813.54
617 0 0.0613649 2.29697 1811.12
618 0 0.0613681 2.29465 1808.7
619 0 0.0613713 2.29232 1806.29
620 0 0.0613744 2.29 1803.88
621 0 0.0613776 2.28768 1801.48
622 0 0.0613807 2.28537 1799.08
623 0 0.0613839 2.28305 1796.68
624 0 0.061387 2.28074 1794.28
625 0 0.0613902 2.27843 1791.89
626 0 0.0613933 2.27612 1789.5
627 0 0.0613965 2.27381 1787.11
628 0 0.0613996 2.27151 1784.73
629 0 0.0614028 2.26921 1782.35
630 0 0.0614059 2.26691 1779.98
631 0 0.0614091 2.26461 1777.6
632 0 0.0614122 2.26231 1775.23
633 0 0.0614154 2.26002 1772.87
634 0 0.0614185 2.25773 1770.5
635 0 0.0614217 2.25544 1768.14
636 0 0.0614248 2.25315 1765.78
637 0 0.061428 2.25087 1763.43
638 0 0.0614311 2.24858 1761.08
639 0 0.0614343 2.2463 1758.73
640 0 0.0614374 2.24402 1756.38
641 0 0.0614406 2.24174 1754.04
642 0 0.0614437 2.23947 1751.7
643 0 0.0614469 2.2372 1749.37
644 0 0.06145 2.23493 1747.04
645 0 0.0614532 2.23266 1744.71
646 0 0.0614563 2.23039 1742.38
647 0 0.0614595 2.22813 1740.06
648 0 0.0614626 2.22586 1737.74
649 0 0.0614657 2.2236 1735.42
650 0 0.0614689 2.22134 1733.11
651 0 0.061472 2.21909 1730.8
652 0 0.0614752 2.21683 1728.49
653 0 0.0614783 2.21458 1726.18
654 0 0.0614815 2.21233 1723.88
655 0 0.0614846 2.21008 1721.58
656 0 0.0614877 2.20784 1719.29
657 0 0.0614909 2.20559 1717
658 0 0.061494 2.20335 1714.71
659 0 0.0614972 2.20111 1712.42
660 0 0.0615003 2.19888 1710.14
661 0 0.0615034 2.19664 1707.86
662 0 0.0615066 2.19441 1705.58
663 0 0.0615097 2.19217 1703.3
664 0 0.0615129 2.18995 1701.03
665 0 0.061516 2.18772 1698.77
666 0 0.0615191 2.18549 1696.5
667 0 0.0615223 2.18327 1694.24
668 0 0.0615254 2.18105 1691.98
669 0 0.0615285 2.17883 1689.72
670 0 0.0615317 2.17661 1687.47
671 0 0.0615348 2.1744 1685.22
672 0 0.0615379 2.17218 1682.97
673 0 0.0615411 2.16997 1680.73
674 0 0.0615442 2.16776 1678.49
675 0 0.0615474 2.16556 1676.25
676 0 0.0615505 2.16335 1674.02
677 0 0.0615536 2.16115 1671.78
678 0 0.0615567 2.15895 1669.55
679 0 0.0615599 2.15675 1667.33
680 0 0.061563 2.15455 1665.11
681 0 0.0615661 2.15236 1662.89
682 0 0.0615693 2.15016 1660.67
683 0 0.0615724 2.14797 1658.45
684 0 0.0615755 2.14579 1656.24
685 0 0.0615787 2.1436 1654.03
686 0 0.0615818 2.14141 1651.83
687 0 0.0615849 2.13923 1649.63
688 0 0.0615881 2.13705 1647.43
689 0 0.0615912 2.13487 1645.23
690 0 0.0615943 2.1327 1643.04
691 0 0.0615974 2.13052 1640.85
692 0 0.0616006 2.12835 1638.66
693 0 0.0616037 2.12618 1636.47
694 0 0.0616068 2.12401 1634.29
695 0 0.0616099 2.12184 1632.11
696 0 0.0616131 2.11968 1629.94
697 0 0.0616162 2.11752 1627.76
698 0 0.0616193 2.11536 1625.59
699 0 0.0616224 2.1132 1623.43
700 0 0.0616256 2.11104 1621.26
