iteration localSeedProduced height_star sumTrunkArea totalDensity
701 0 0.0616287 2.10889 1619.1
702 0 0.0616318 2.10673 1616.94
703 0 0.0616349 2.10458 1614.78
704 0 0.0616381 2.10243 1612.63
705 0 0.0616412 2.10029 1610.48
706 0 0.0616443 2.09814 1608.33
707 0 0.0616474 2.096 1606.19
708 0 0.0616505 2.09386 1604.05
709 0 0.0616537 2.09172 1601.91
710 0 0.0616568 2.08959 1599.77
711 0 0.0616599 2.08745 1597.64
712 0 0.061663 2.08532 1595.51
713 0 0.0616661 2.08319 1593.38
714 0 0.0616693 2.08106 1591.26
715 0 0.0616724 2.07893 1589.14
716 0 0.0616755 2.07681 1587.02
717 0 0.0616786 2.07468 1584.9
718 0 0.0616817 2.07256 1582.79
719 0 0.0616849 2.07045 1580.68
720 0 0.061688 2.06833 1578.57
721 0 0.0616911 2.06621 1576.47
722 0 0.0616942 2.0641 1574.36
723 0 0.0616973 2.06199 1572.26
724 0 0.0617004 2.05988 1570.17
725 0 0.0617035 2.05777 1568.07
726 0 0.0617067 2.05567 1565.98
727 0 0.0617098 2.05357 1563.9
728 0 0.0617129 2.05146 1561.81
729 0 0.061716 2.04937 1559.73
730 0 0.0617191 2.04727 1557.65
731 0 0.0617222 2.04517 1555.57
732 0 0.0617253 2.04308 1553.5
733 0 0.0617284 2.04099 1551.43
734 0 0.0617316 2.0389 1549.36
735 0 0.0617347 2.03681 1547.29
736 0 0.0617378 2.03473 1545.23
737 0 0.0617409 2.03264 1543.17
738 0 0.061744 2.03056 1541.11
739 0 0.0617471 2.02848 1539.06
740 0 0.0617502 2.0264 1537
741 0 0.0617533 2.02433 1534.95
742 0 0.0617564 2.02225 1532.91
743 0 0.0617595 2.02018 1530.86
744 0 0.0617626 2.01811 1528.82
745 0 0.0617657 2.01604 1526.78
746 0 0.0617689 2.01398 1524.75
747 0 0.061772 2.01191 1522.72
748 0 0.0617751 2.00985 1520.69
749 0 0.0617782 2.00779 1518.66
750 0 0.0617813 2.00573 1516.63
