iteration iterationBirth density dbh height
104 0 16.9239 19.821 4.41407
104 0 16.6376 19.5142 4.37471
104 0 16.3514 19.2082 4.33517
104 0 16.0651 18.9029 4.29546
104 0 15.7789 18.5983 4.25558
104 0 15.4926 18.2946 4.21552
104 0 15.2064 17.9917 4.1753
104 0 14.9201 17.6896 4.1349
104 0 14.6339 17.3885 4.09433
104 0 14.3476 17.0883 4.05359
104 0 14.0614 16.7892 4.01268
104 0 13.7751 16.4911 3.97161
104 0 13.4889 16.1942 3.93039
104 0 13.2026 15.8984 3.889
104 0 12.9164 15.6039 3.84746
104 0 12.6301 15.3107 3.80578
104 0 12.3439 15.0189 3.76395
104 0 12.0576 14.7286 3.72199
104 0 11.7714 14.4398 3.6799
104 0 11.4851 14.1526 3.63769
104 0 11.1989 13.8672 3.59537
104 0 10.9126 13.5836 3.55296
104 0 10.6263 13.3019 3.51046
104 0 10.3401 13.0223 3.4679
104 0 10.0538 12.7449 3.42528
104 0 9.7676 12.4699 3.38262
104 0 9.48134 12.1972 3.33995
104 0 9.19509 11.9272 3.29729
104 0 8.90884 11.66 3.25466
104 0 8.62259 11.3958 3.2121
104 0 8.33634 11.1348 3.16963
104 0 8.05009 10.8771 3.1273
104 0 7.76384 10.623 3.08513
104 0 7.47758 10.3728 3.04319
104 0 7.19133 10.1267 3.00151
104 0 6.90508 9.88494 2.96015
104 0 6.61883 9.6479 2.91917
104 0 6.33258 9.41588 2.87865
104 0 6.04633 9.18922 2.83864
104 0 5.76008 8.96829 2.79925
104 0 5.47383 8.75348 2.76054
104 0 5.18757 8.54521 2.72263
104 0 4.90132 8.34392 2.68561
104 0 4.61507 8.15008 2.6496
104 0 4.32882 7.96418 2.61472
104 0 4.04257 7.78674 2.5811
104 0 3.75632 7.61828 2.54889
104 0 3.47007 7.45937 2.51822
104 0 3.18382 7.31057 2.48924
104 0 2.89756 7.17244 2.46212
104 0 2.61131 7.04559 2.43702
104 28 0.0216141 7.32162 2.4914
104 98 0.00804447 12.5837 3.40033
105 0 45.2024 51.5357 7.64124
105 0 44.9165 51.2102 7.61349
105 0 44.6307 50.8848 7.58566
105 0 44.3448 50.5594 7.55777
105 0 44.0589 50.234 7.5298
105 0 43.7731 49.9087 7.50175
105 0 43.4872 49.5835 7.47364
105 0 43.2013 49.2583 7.44545
105 0 42.9154 48.9331 7.41718
105 0 42.6296 48.608 7.38884
105 0 42.3437 48.2829 7.36042
105 0 42.0578 47.9579 7.33192
105 0 41.772 47.6329 7.30335
105 0 41.4861 47.308 7.2747
105 0 41.2002 46.9831 7.24597
105 0 40.9144 46.6583 7.21716
105 0 40.6285 46.3336 7.18826
105 0 40.3426 46.0089 7.15929
105 0 40.0568 45.6843 7.13024
105 0 39.7709 45.3597 7.1011
105 0 39.485 45.0352 7.07188
105 0 39.1991 44.7107 7.04257
105 0 38.9133 44.3863 7.01318
105 0 38.6274 44.062 6.98371
105 0 38.3415 43.7377 6.95415
105 0 38.0557 43.4135 6.9245
105 0 37.7698 43.0894 6.89476
105 0 37.4839 42.7654 6.86493
105 0 37.1981 42.4414 6.83502
105 0 36.9122 42.1175 6.80501
105 0 36.6263 41.7937 6.77491
105 0 36.3404 41.4699 6.74472
105 0 36.0546 41.1462 6.71444
105 0 35.7687 40.8226 6.68406
105 0 35.4828 40.4991 6.65359
105 0 35.197 40.1757 6.62302
105 0 34.9111 39.8524 6.59236
105 0 34.6252 39.5291 6.5616
105 0 34.3394 39.206 6.53074
105 0 34.0535 38.8829 6.49978
105 0 33.7676 38.5599 6.46872
105 0 33.4818 38.2371 6.43755
105 0 33.1959 37.9143 6.40629
105 0 32.91 37.5916 6.37492
105 0 32.6241 37.2691 6.34345
105 0 32.3383 36.9466 6.31187
105 0 32.0524 36.6243 6.28019
105 0 31.7665 36.302 6.24839
105 0 31.4807 35.9799 6.21649
105 0 31.1948 35.6579 6.18448
105 0 30.9089 35.3361 6.15236
105 0 30.6231 35.0143 6.12012
105 0 30.3372 34.6927 6.08778
105 0 30.0513 34.3712 6.05532
105 0 29.7654 34.0499 6.02274
105 0 29.4796 33.7287 5.99004
105 0 29.1937 33.4076 5.95723
105 0 28.9078 33.0867 5.9243
105 0 28.622 32.766 5.89125
105 0 28.3361 32.4454 5.85807
105 0 28.0502 32.1249 5.82478
105 0 27.7644 31.8046 5.79136
105 0 27.4785 31.4846 5.75781
105 0 27.1926 31.1646 5.72414
105 0 26.9067 30.8449 5.69034
105 0 26.6209 30.5253 5.65641
105 0 26.335 30.206 5.62234
105 0 26.0491 29.8868 5.58815
105 0 25.7633 29.5679 5.55382
105 0 25.4774 29.2491 5.51936
105 0 25.1915 28.9306 5.48476
105 0 24.9057 28.6123 5.45002
105 0 24.6198 28.2942 5.41515
105 0 24.3339 27.9764 5.38013
105 0 24.0481 27.6589 5.34497
105 0 23.7622 27.3415 5.30967
105 0 23.4763 27.0245 5.27422
105 0 23.1904 26.7077 5.23863
105 0 22.9046 26.3912 5.20289
105 0 22.6187 26.075 5.167
105 0 22.3328 25.7592 5.13095
105 0 22.047 25.4436 5.09476
105 0 21.7611 25.1283 5.05841
105 0 21.4752 24.8134 5.02191
105 0 21.1894 24.4989 4.98525
105 0 20.9035 24.1847 4.94843
105 0 20.6176 23.8709 4.91145
105 0 20.3317 23.5575 4.87432
105 0 20.0459 23.2445 4.83702
105 0 19.76 22.9319 4.79955
105 0 19.4741 22.6198 4.76193
105 0 19.1883 22.3081 4.72413
105 0 18.9024 21.9969 4.68617
105 0 18.6165 21.6862 4.64805
105 0 18.3307 21.3761 4.60975
105 0 18.0448 21.0664 4.57128
105 0 17.7589 20.7574 4.53265
105 0 17.4731 20.4489 4.49384
105 0 17.1872 20.141 4.45486
105 0 16.9013 19.8338 4.41571
105 0 16.6154 19.5272 4.37638
105 0 16.3296 19.2214 4.33688
105 0 16.0437 18.9163 4.29721
105 0 15.7578 18.6119 4.25737
105 0 15.472 18.3084 4.21735
105 0 15.1861 18.0057 4.17717
105 0 14.9002 17.7039 4.13681
105 0 14.6144 17.403 4.09629
105 0 14.3285 17.1031 4.0556
105 0 14.0426 16.8042 4.01474
105 0 13.7567 16.5064 3.97372
105 0 13.4709 16.2097 3.93255
105 0 13.185 15.9142 3.89122
105 0 12.8991 15.62 3.84973
105 0 12.6133 15.3271 3.80811
105 0 12.3274 15.0356 3.76634
105 0 12.0415 14.7455 3.72445
105 0 11.7557 14.4571 3.68242
105 0 11.4698 14.1702 3.64029
105 0 11.1839 13.8851 3.59804
105 0 10.8981 13.6019 3.55571
105 0 10.6122 13.3206 3.51329
105 0 10.3263 13.0414 3.4708
105 0 10.0404 12.7643 3.42827
105 0 9.75457 12.4897 3.3857
105 0 9.4687 12.2174 3.34313
105 0 9.18283 11.9479 3.30056
105 0 8.89696 11.6811 3.25804
105 0 8.61109 11.4173 3.21558
105 0 8.32522 11.1567 3.17322
105 0 8.03935 10.8995 3.131
105 0 7.75348 10.6459 3.08896
105 0 7.46761 10.3962 3.04714
105 0 7.18175 10.1506 3.00558
105 0 6.89588 9.90944 2.96436
105 0 6.61001 9.67295 2.92352
105 0 6.32414 9.44148 2.88314
105 0 6.03827 9.21539 2.84328
105 0 5.7524 8.99504 2.80404
105 0 5.46653 8.78082 2.76549
105 0 5.18066 8.57314 2.72774
105 0 4.89479 8.37246 2.69088
105 0 4.60892 8.17922 2.65504
105 0 4.32305 7.99393 2.62033
105 0 4.03718 7.81709 2.58688
105 0 3.75131 7.64923 2.55483
105 0 3.46544 7.49089 2.52432
105 0 3.17957 7.34265 2.49551
105 0 2.8937 7.20507 2.46855
105 0 2.60783 7.07873 2.4436
105 28 0.0215853 7.35366 2.49766
105 98 0.00803375 12.6034 3.40337
106 0 45.1421 51.5408 7.64167
106 0 44.8566 51.2154 7.61392
106 0 44.5712 50.8899 7.5861
106 0 44.2857 50.5646 7.55821
106 0 44.0002 50.2393 7.53024
106 0 43.7147 49.914 7.50221
106 0 43.4292 49.5887 7.47409
106 0 43.1437 49.2636 7.44591
106 0 42.8582 48.9384 7.41764
106 0 42.5727 48.6133 7.38931
106 0 42.2873 48.2883 7.36089
106 0 42.0018 47.9633 7.3324
106 0 41.7163 47.6384 7.30383
106 0 41.4308 47.3135 7.27518
106 0 41.1453 46.9887 7.24646
106 0 40.8598 46.6639 7.21765
106 0 40.5743 46.3392 7.18877
106 0 40.2888 46.0146 7.1598
106 0 40.0033 45.69 7.13075
106 0 39.7179 45.3654 7.10162
106 0 39.4324 45.041 7.0724
106 0 39.1469 44.7165 7.0431
106 0 38.8614 44.3922 7.01372
106 0 38.5759 44.0679 6.98425
106 0 38.2904 43.7437 6.95469
106 0 38.0049 43.4195 6.92505
106 0 37.7194 43.0955 6.89531
106 0 37.4339 42.7715 6.86549
106 0 37.1485 42.4475 6.83558
106 0 36.863 42.1237 6.80558
106 0 36.5775 41.7999 6.77549
106 0 36.292 41.4762 6.74531
106 0 36.0065 41.1526 6.71503
106 0 35.721 40.829 6.68466
106 0 35.4355 40.5056 6.6542
106 0 35.15 40.1822 6.62364
106 0 34.8646 39.8589 6.59298
106 0 34.5791 39.5357 6.56222
106 0 34.2936 39.2126 6.53137
106 0 34.0081 38.8896 6.50042
106 0 33.7226 38.5667 6.46937
106 0 33.4371 38.2439 6.43821
106 0 33.1516 37.9211 6.40695
106 0 32.8661 37.5985 6.37559
106 0 32.5806 37.276 6.34413
106 0 32.2952 36.9536 6.31256
106 0 32.0097 36.6314 6.28088
106 0 31.7242 36.3092 6.2491
106 0 31.4387 35.9871 6.21721
106 0 31.1532 35.6652 6.18521
106 0 30.8677 35.3434 6.15309
106 0 30.5822 35.0217 6.12087
106 0 30.2967 34.7002 6.08853
106 0 30.0112 34.3788 6.05608
106 0 29.7258 34.0575 6.02351
106 0 29.4403 33.7364 5.99083
106 0 29.1548 33.4154 5.95803
106 0 28.8693 33.0945 5.9251
106 0 28.5838 32.7739 5.89206
106 0 28.2983 32.4533 5.8589
106 0 28.0128 32.133 5.82562
106 0 27.7273 31.8128 5.79221
106 0 27.4419 31.4928 5.75867
106 0 27.1564 31.1729 5.72501
106 0 26.8709 30.8533 5.69122
106 0 26.5854 30.5338 5.65731
106 0 26.2999 30.2145 5.62326
106 0 26.0144 29.8955 5.58908
106 0 25.7289 29.5766 5.55476
106 0 25.4434 29.2579 5.52031
106 0 25.1579 28.9395 5.48573
106 0 24.8725 28.6213 5.45101
106 0 24.587 28.3034 5.41615
106 0 24.3015 27.9856 5.38115
106 0 24.016 27.6682 5.346
106 0 23.7305 27.351 5.31072
106 0 23.445 27.034 5.27529
106 0 23.1595 26.7173 5.23971
106 0 22.874 26.401 5.20399
106 0 22.5885 26.0849 5.16812
106 0 22.3031 25.7691 5.13209
106 0 22.0176 25.4537 5.09592
106 0 21.7321 25.1386 5.05959
106 0 21.4466 24.8238 5.02311
106 0 21.1611 24.5094 4.98647
106 0 20.8756 24.1953 4.94968
106 0 20.5901 23.8816 4.91272
106 0 20.3046 23.5684 4.87561
106 0 20.0192 23.2555 4.83833
106 0 19.7337 22.9431 4.80089
106 0 19.4482 22.6311 4.76329
106 0 19.1627 22.3196 4.72553
106 0 18.8772 22.0085 4.68759
106 0 18.5917 21.698 4.64949
106 0 18.3062 21.388 4.61123
106 0 18.0207 21.0785 4.57279
106 0 17.7352 20.7696 4.53418
106 0 17.4498 20.4613 4.49541
106 0 17.1643 20.1536 4.45646
106 0 16.8788 19.8466 4.41734
106 0 16.5933 19.5402 4.37805
106 0 16.3078 19.2346 4.33859
106 0 16.0223 18.9297 4.29896
106 0 15.7368 18.6255 4.25915
106 0 15.4513 18.3222 4.21918
106 0 15.1658 18.0197 4.17904
106 0 14.8804 17.7181 4.13872
106 0 14.5949 17.4175 4.09825
106 0 14.3094 17.1178 4.0576
106 0 14.0239 16.8192 4.01679
106 0 13.7384 16.5216 3.97583
106 0 13.4529 16.2252 3.9347
106 0 13.1674 15.93 3.89343
106 0 12.8819 15.636 3.85201
106 0 12.5965 15.3434 3.81044
106 0 12.311 15.0522 3.76874
106 0 12.0255 14.7625 3.7269
106 0 11.74 14.4743 3.68495
106 0 11.4545 14.1878 3.64288
106 0 11.169 13.903 3.60071
106 0 10.8835 13.6201 3.55845
106 0 10.598 13.3392 3.51611
106 0 10.3125 13.0604 3.47371
106 0 10.0271 12.7837 3.43126
106 0 9.74157 12.5094 3.38878
106 0 9.45608 12.2376 3.3463
106 0 9.17059 11.9685 3.30383
106 0 8.8851 11.7021 3.2614
106 0 8.59961 11.4388 3.21905
106 0 8.31412 11.1787 3.1768
106 0 8.02863 10.9219 3.1347
106 0 7.74315 10.6688 3.09277
106 0 7.45766 10.4196 3.05107
106 0 7.17217 10.1745 3.00965
106 0 6.88668 9.93388 2.96856
106 0 6.60119 9.69793 2.92786
106 0 6.3157 9.46702 2.88762
106 0 6.03022 9.2415 2.84791
106 0 5.74473 9.02172 2.80881
106 0 5.45924 8.80808 2.77042
106 0 5.17375 8.601 2.73282
106 0 4.88826 8.40091 2.69613
106 0 4.60277 8.20827 2.66045
106 0 4.31728 8.02358 2.6259
106 0 4.0318 7.84733 2.59262
106 0 3.74631 7.68006 2.56074
106 0 3.46082 7.5223 2.53039
106 0 3.17533 7.37462 2.50174
106 0 2.88984 7.23757 2.47494
106 0 2.60435 7.11174 2.45013
106 28 0.0215565 7.38558 2.50388
106 98 0.00802304 12.623 3.40641
107 0 45.0819 51.5459 7.6421
107 0 44.7968 51.2205 7.61436
107 0 44.5117 50.8951 7.58654
107 0 44.2266 50.5697 7.55865
107 0 43.9415 50.2445 7.53069
107 0 43.6564 49.9192 7.50266
107 0 43.3713 49.594 7.47455
107 0 43.0862 49.2689 7.44637
107 0 42.8011 48.9438 7.41811
107 0 42.516 48.6187 7.38978
107 0 42.2309 48.2937 7.36137
107 0 41.9458 47.9688 7.33288
107 0 41.6607 47.6439 7.30432
107 0 41.3755 47.319 7.27567
107 0 41.0904 46.9943 7.24695
107 0 40.8053 46.6695 7.21815
107 0 40.5202 46.3448 7.18927
107 0 40.2351 46.0202 7.1603
107 0 39.95 45.6957 7.13126
107 0 39.6649 45.3712 7.10213
107 0 39.3798 45.0467 7.07292
107 0 39.0947 44.7224 7.04363
107 0 38.8096 44.3981 7.01425
107 0 38.5245 44.0738 6.98478
107 0 38.2394 43.7497 6.95523
107 0 37.9543 43.4256 6.9256
107 0 37.6691 43.1015 6.89587
107 0 37.384 42.7776 6.86606
107 0 37.0989 42.4537 6.83615
107 0 36.8138 42.1299 6.80616
107 0 36.5287 41.8061 6.77607
107 0 36.2436 41.4825 6.7459
107 0 35.9585 41.1589 6.71563
107 0 35.6734 40.8354 6.68526
107 0 35.3883 40.512 6.6548
107 0 35.1032 40.1887 6.62425
107 0 34.8181 39.8654 6.5936
107 0 34.533 39.5423 6.56285
107 0 34.2478 39.2192 6.53201
107 0 33.9627 38.8963 6.50106
107 0 33.6776 38.5734 6.47001
107 0 33.3925 38.2507 6.43887
107 0 33.1074 37.928 6.40762
107 0 32.8223 37.6054 6.37627
107 0 32.5372 37.283 6.34481
107 0 32.2521 36.9607 6.31325
107 0 31.967 36.6384 6.28158
107 0 31.6819 36.3163 6.24981
107 0 31.3968 35.9943 6.21792
107 0 31.1117 35.6725 6.18593
107 0 30.8266 35.3507 6.15383
107 0 30.5414 35.0291 6.12161
107 0 30.2563 34.7076 6.08928
107 0 29.9712 34.3863 6.05684
107 0 29.6861 34.0651 6.02428
107 0 29.401 33.744 5.99161
107 0 29.1159 33.4231 5.95882
107 0 28.8308 33.1024 5.92591
107 0 28.5457 32.7817 5.89288
107 0 28.2606 32.4613 5.85973
107 0 27.9755 32.141 5.82645
107 0 27.6904 31.8209 5.79306
107 0 27.4053 31.501 5.75953
107 0 27.1202 31.1812 5.72589
107 0 26.835 30.8616 5.69211
107 0 26.5499 30.5423 5.65821
107 0 26.2648 30.2231 5.62417
107 0 25.9797 29.9041 5.59
107 0 25.6946 29.5853 5.5557
107 0 25.4095 29.2668 5.52127
107 0 25.1244 28.9484 5.4867
107 0 24.8393 28.6303 5.45199
107 0 24.5542 28.3125 5.41715
107 0 24.2691 27.9948 5.38216
107 0 23.984 27.6775 5.34704
107 0 23.6989 27.3604 5.31177
107 0 23.4138 27.0435 5.27635
107 0 23.1286 26.727 5.2408
107 0 22.8435 26.4107 5.20509
107 0 22.5584 26.0947 5.16924
107 0 22.2733 25.7791 5.13323
107 0 21.9882 25.4638 5.09708
107 0 21.7031 25.1488 5.06077
107 0 21.418 24.8341 5.02431
107 0 21.1329 24.5198 4.98769
107 0 20.8478 24.2059 4.95092
107 0 20.5627 23.8923 4.91399
107 0 20.2776 23.5792 4.8769
107 0 19.9925 23.2665 4.83965
107 0 19.7074 22.9542 4.80223
107 0 19.4222 22.6424 4.76466
107 0 19.1371 22.331 4.72692
107 0 18.852 22.0201 4.68901
107 0 18.5669 21.7097 4.65094
107 0 18.2818 21.3999 4.6127
107 0 17.9967 21.0906 4.57429
107 0 17.7116 20.7819 4.53572
107 0 17.4265 20.4737 4.49698
107 0 17.1414 20.1662 4.45806
107 0 16.8563 19.8594 4.41898
107 0 16.5712 19.5532 4.37972
107 0 16.2861 19.2478 4.3403
107 0 16.0009 18.943 4.3007
107 0 15.7158 18.6391 4.26094
107 0 15.4307 18.336 4.221
107 0 15.1456 18.0337 4.1809
107 0 14.8605 17.7324 4.14063
107 0 14.5754 17.432 4.1002
107 0 14.2903 17.1325 4.0596
107 0 14.0052 16.8341 4.01885
107 0 13.7201 16.5368 3.97793
107 0 13.435 16.2407 3.93686
107 0 13.1499 15.9457 3.89564
107 0 12.8648 15.6521 3.85427
107 0 12.5797 15.3597 3.81277
107 0 12.2945 15.0688 3.77112
107 0 12.0094 14.7794 3.72935
107 0 11.7243 14.4915 3.68747
107 0 11.4392 14.2054 3.64547
107 0 11.1541 13.9209 3.60337
107 0 10.869 13.6384 3.56118
107 0 10.5839 13.3578 3.51892
107 0 10.2988 13.0793 3.4766
107 0 10.0137 12.8031 3.43424
107 0 9.72858 12.5292 3.39185
107 0 9.44347 12.2578 3.34946
107 0 9.15836 11.989 3.30709
107 0 8.87325 11.7231 3.26476
107 0 8.58815 11.4602 3.22251
107 0 8.30304 11.2006 3.18038
107 0 8.01793 10.9443 3.13838
107 0 7.73282 10.6917 3.09657
107 0 7.44771 10.443 3.055
107 0 7.16261 10.1984 3.0137
107 0 6.8775 9.95827 2.97274
107 0 6.59239 9.72286 2.93218
107 0 6.30728 9.4925 2.89208
107 0 6.02218 9.26754 2.85251
107 0 5.73707 9.04833 2.81357
107 0 5.45196 8.83527 2.77533
107 0 5.16685 8.62877 2.73789
107 0 4.88174 8.42928 2.70135
107 0 4.59664 8.23723 2.66583
107 0 4.31153 8.05313 2.63145
107 0 4.02642 7.87747 2.59833
107 0 3.74131 7.71078 2.56661
107 0 3.4562 7.55359 2.53643
107 0 3.1711 7.40646 2.50794
107 0 2.88599 7.26995 2.48129
107 0 2.60088 7.14461 2.45663
107 28 0.0215277 7.41738 2.51007
107 98 0.00801234 12.6426 3.40945
108 0 45.0218 51.551 7.64254
108 0 44.7371 51.2256 7.6148
108 0 44.4524 50.9002 7.58698
108 0 44.1677 50.5749 7.5591
108 0 43.8829 50.2497 7.53114
108 0 43.5982 49.9245 7.50311
108 0 43.3135 49.5993 7.47501
108 0 43.0287 49.2742 7.44683
108 0 42.744 48.9491 7.41857
108 0 42.4593 48.6241 7.39025
108 0 42.1746 48.2991 7.36184
108 0 41.8898 47.9742 7.33336
108 0 41.6051 47.6494 7.3048
108 0 41.3204 47.3246 7.27616
108 0 41.0356 46.9998 7.24744
108 0 40.7509 46.6751 7.21865
108 0 40.4662 46.3505 7.18977
108 0 40.1815 46.0259 7.16081
108 0 39.8967 45.7014 7.13177
108 0 39.612 45.3769 7.10265
108 0 39.3273 45.0525 7.07344
108 0 39.0426 44.7282 7.04416
108 0 38.7578 44.4039 7.01478
108 0 38.4731 44.0797 6.98532
108 0 38.1884 43.7556 6.95578
108 0 37.9036 43.4316 6.92615
108 0 37.6189 43.1076 6.89643
108 0 37.3342 42.7836 6.86662
108 0 37.0495 42.4598 6.83672
108 0 36.7647 42.136 6.80673
108 0 36.48 41.8124 6.77665
108 0 36.1953 41.4887 6.74648
108 0 35.9106 41.1652 6.71622
108 0 35.6258 40.8418 6.68586
108 0 35.3411 40.5184 6.65541
108 0 35.0564 40.1951 6.62486
108 0 34.7716 39.872 6.59422
108 0 34.4869 39.5489 6.56348
108 0 34.2022 39.2259 6.53264
108 0 33.9175 38.903 6.5017
108 0 33.6327 38.5802 6.47066
108 0 33.348 38.2574 6.43952
108 0 33.0633 37.9348 6.40828
108 0 32.7785 37.6124 6.37694
108 0 32.4938 37.29 6.34549
108 0 32.2091 36.9677 6.31394
108 0 31.9244 36.6455 6.28228
108 0 31.6396 36.3235 6.25051
108 0 31.3549 36.0016 6.21864
108 0 31.0702 35.6798 6.18665
108 0 30.7855 35.3581 6.15456
108 0 30.5007 35.0365 6.12235
108 0 30.216 34.7151 6.09004
108 0 29.9313 34.3938 6.0576
108 0 29.6465 34.0727 6.02506
108 0 29.3618 33.7517 5.99239
108 0 29.0771 33.4309 5.95961
108 0 28.7924 33.1102 5.92671
108 0 28.5076 32.7896 5.89369
108 0 28.2229 32.4693 5.86055
108 0 27.9382 32.1491 5.82729
108 0 27.6534 31.829 5.79391
108 0 27.3687 31.5092 5.7604
108 0 27.084 31.1895 5.72676
108 0 26.7993 30.87 5.693
108 0 26.5145 30.5507 5.6591
108 0 26.2298 30.2316 5.62508
108 0 25.9451 29.9127 5.59093
108 0 25.6604 29.594 5.55664
108 0 25.3756 29.2756 5.52222
108 0 25.0909 28.9573 5.48767
108 0 24.8062 28.6393 5.45298
108 0 24.5214 28.3216 5.41815
108 0 24.2367 28.004 5.38318
108 0 23.952 27.6868 5.34807
108 0 23.6673 27.3698 5.31282
108 0 23.3825 27.053 5.27742
108 0 23.0978 26.7366 5.24188
108 0 22.8131 26.4204 5.20619
108 0 22.5284 26.1046 5.17036
108 0 22.2436 25.789 5.13437
108 0 21.9589 25.4738 5.09824
108 0 21.6742 25.159 5.06195
108 0 21.3894 24.8444 5.02551
108 0 21.1047 24.5303 4.98891
108 0 20.82 24.2165 4.95216
108 0 20.5353 23.9031 4.91525
108 0 20.2505 23.5901 4.87818
108 0 19.9658 23.2775 4.84096
108 0 19.6811 22.9653 4.80357
108 0 19.3963 22.6536 4.76602
108 0 19.1116 22.3424 4.72831
108 0 18.8269 22.0317 4.69043
108 0 18.5422 21.7215 4.65238
108 0 18.2574 21.4118 4.61417
108 0 17.9727 21.1027 4.5758
108 0 17.688 20.7941 4.53725
108 0 17.4033 20.4862 4.49854
108 0 17.1185 20.1788 4.45966
108 0 16.8338 19.8722 4.42061
108 0 16.5491 19.5662 4.38139
108 0 16.2643 19.2609 4.342
108 0 15.9796 18.9564 4.30245
108 0 15.6949 18.6527 4.26272
108 0 15.4102 18.3498 4.22283
108 0 15.1254 18.0478 4.18277
108 0 14.8407 17.7466 4.14254
108 0 14.556 17.4464 4.10216
108 0 14.2712 17.1472 4.06161
108 0 13.9865 16.8491 4.0209
108 0 13.7018 16.552 3.98003
108 0 13.4171 16.2561 3.93901
108 0 13.1323 15.9615 3.89785
108 0 12.8476 15.6681 3.85654
108 0 12.5629 15.376 3.81509
108 0 12.2782 15.0854 3.77351
108 0 11.9934 14.7963 3.7318
108 0 11.7087 14.5088 3.68998
108 0 11.424 14.2229 3.64805
108 0 11.1392 13.9388 3.60603
108 0 10.8545 13.6566 3.56391
108 0 10.5698 13.3764 3.52173
108 0 10.2851 13.0983 3.47949
108 0 10.0003 12.8224 3.43721
108 0 9.71561 12.5489 3.39491
108 0 9.43088 12.2779 3.35261
108 0 9.14615 12.0096 3.31034
108 0 8.86142 11.7441 3.26811
108 0 8.57669 11.4816 3.22597
108 0 8.29197 11.2224 3.18394
108 0 8.00724 10.9666 3.14206
108 0 7.72251 10.7145 3.10037
108 0 7.43778 10.4663 3.05891
108 0 7.15306 10.2222 3.01774
108 0 6.86833 9.9826 2.97691
108 0 6.5836 9.74773 2.93648
108 0 6.29887 9.51792 2.89652
108 0 6.01415 9.29351 2.8571
108 0 5.72942 9.07487 2.8183
108 0 5.44469 8.86238 2.78021
108 0 5.15996 8.65647 2.74293
108 0 4.87524 8.45756 2.70655
108 0 4.59051 8.2661 2.6712
108 0 4.30578 8.08259 2.63698
108 0 4.02105 7.90751 2.60402
108 0 3.73632 7.74139 2.57246
108 0 3.4516 7.58477 2.54244
108 0 3.16687 7.43818 2.5141
108 0 2.88214 7.30219 2.4876
108 0 2.59741 7.17736 2.46309
108 28 0.021499 7.44906 2.51622
108 98 0.00800166 12.6621 3.41247
109 0 44.9618 51.556 7.64297
109 0 44.6775 51.2307 7.61523
109 0 44.3931 50.9054 7.58742
109 0 44.1088 50.5801 7.55954
109 0 43.8244 50.2549 7.53159
109 0 43.5401 49.9297 7.50356
109 0 43.2557 49.6046 7.47546
109 0 42.9714 49.2795 7.44729
109 0 42.687 48.9545 7.41904
109 0 42.4027 48.6295 7.39071
109 0 42.1183 48.3045 7.36231
109 0 41.834 47.9797 7.33384
109 0 41.5496 47.6548 7.30528
109 0 41.2653 47.3301 7.27665
109 0 40.9809 47.0054 7.24793
109 0 40.6966 46.6807 7.21914
109 0 40.4122 46.3561 7.19027
109 0 40.1279 46.0316 7.16132
109 0 39.8435 45.7071 7.13228
109 0 39.5592 45.3827 7.10317
109 0 39.2748 45.0583 7.07397
109 0 38.9905 44.734 7.04468
109 0 38.7062 44.4098 7.01531
109 0 38.4218 44.0857 6.98586
109 0 38.1375 43.7616 6.95632
109 0 37.8531 43.4376 6.9267
109 0 37.5688 43.1136 6.89698
109 0 37.2844 42.7897 6.86718
109 0 37.0001 42.4659 6.83729
109 0 36.7157 42.1422 6.80731
109 0 36.4314 41.8186 6.77723
109 0 36.147 41.495 6.74707
109 0 35.8627 41.1715 6.71681
109 0 35.5783 40.8481 6.68646
109 0 35.294 40.5248 6.65602
109 0 35.0096 40.2016 6.62547
109 0 34.7253 39.8785 6.59484
109 0 34.4409 39.5554 6.5641
109 0 34.1566 39.2325 6.53327
109 0 33.8722 38.9096 6.50234
109 0 33.5879 38.5869 6.47131
109 0 33.3035 38.2642 6.44018
109 0 33.0192 37.9417 6.40895
109 0 32.7348 37.6193 6.37761
109 0 32.4505 37.2969 6.34617
109 0 32.1661 36.9747 6.31463
109 0 31.8818 36.6526 6.28298
109 0 31.5974 36.3306 6.25122
109 0 31.3131 36.0088 6.21935
109 0 31.0288 35.687 6.18738
109 0 30.7444 35.3654 6.15529
109 0 30.4601 35.0439 6.1231
109 0 30.1757 34.7226 6.09079
109 0 29.8914 34.4014 6.05837
109 0 29.607 34.0803 6.02583
109 0 29.3227 33.7594 5.99317
109 0 29.0383 33.4386 5.9604
109 0 28.754 33.118 5.92752
109 0 28.4696 32.7975 5.89451
109 0 28.1853 32.4772 5.86138
109 0 27.9009 32.1571 5.82813
109 0 27.6166 31.8372 5.79476
109 0 27.3322 31.5174 5.76126
109 0 27.0479 31.1978 5.72763
109 0 26.7635 30.8784 5.69388
109 0 26.4792 30.5592 5.66
109 0 26.1948 30.2401 5.62599
109 0 25.9105 29.9213 5.59186
109 0 25.6261 29.6027 5.55758
109 0 25.3418 29.2844 5.52318
109 0 25.0574 28.9662 5.48864
109 0 24.7731 28.6483 5.45396
109 0 24.4887 28.3306 5.41915
109 0 24.2044 28.0132 5.38419
109 0 23.9201 27.6961 5.3491
109 0 23.6357 27.3792 5.31386
109 0 23.3514 27.0625 5.27848
109 0 23.067 26.7462 5.24296
109 0 22.7827 26.4302 5.20729
109 0 22.4983 26.1144 5.17147
109 0 22.214 25.799 5.13551
