iteration iterationBirth density dbh height
2 0 38.7421 37.8594 6.40096
2 0 38.4141 37.5306 6.36898
2 0 38.0862 37.2019 6.33688
2 0 37.7582 36.8731 6.30466
2 0 37.4302 36.5444 6.27232
2 0 37.1022 36.2157 6.23985
2 0 36.7742 35.8869 6.20726
2 0 36.4462 35.5582 6.17454
2 0 36.1183 35.2295 6.1417
2 0 35.7903 34.9008 6.10872
2 0 35.4623 34.572 6.07561
2 0 35.1343 34.2433 6.04237
2 0 34.8063 33.9146 6.00899
2 0 34.4783 33.5859 5.97547
2 0 34.1504 33.2572 5.94181
2 0 33.8224 32.9285 5.90801
2 0 33.4944 32.5998 5.87407
2 0 33.1664 32.2711 5.83998
2 0 32.8384 31.9424 5.80575
2 0 32.5104 31.6137 5.77136
2 0 32.1825 31.285 5.73682
2 0 31.8545 30.9563 5.70213
2 0 31.5265 30.6276 5.66728
2 0 31.1985 30.2989 5.63227
2 0 30.8705 29.9702 5.5971
2 0 30.5426 29.6416 5.56177
2 0 30.2146 29.3129 5.52627
2 0 29.8866 28.9842 5.4906
2 0 29.5586 28.6556 5.45475
2 0 29.2306 28.3269 5.41874
2 0 28.9026 27.9983 5.38254
2 0 28.5747 27.6696 5.34617
2 0 28.2467 27.341 5.30961
2 0 27.9187 27.0123 5.27286
2 0 27.5907 26.6837 5.23592
2 0 27.2627 26.3551 5.19879
2 0 26.9347 26.0265 5.16146
2 0 26.6068 25.6978 5.12394
2 0 26.2788 25.3692 5.0862
2 0 25.9508 25.0406 5.04826
2 0 25.6228 24.712 5.01011
2 0 25.2948 24.3834 4.97174
2 0 24.9668 24.0549 4.93315
2 0 24.6389 23.7263 4.89434
2 0 24.3109 23.3977 4.8553
2 0 23.9829 23.0692 4.81603
2 0 23.6549 22.7406 4.77652
2 0 23.3269 22.4121 4.73676
2 0 22.9989 22.0835 4.69676
2 0 22.671 21.755 4.65651
2 0 22.343 21.4265 4.61599
2 0 22.015 21.098 4.57522
2 0 21.687 20.7695 4.53417
2 0 21.359 20.441 4.49284
2 0 21.0311 20.1125 4.45124
2 0 20.7031 19.7841 4.40935
2 0 20.3751 19.4556 4.36716
2 0 20.0471 19.1272 4.32466
2 0 19.7191 18.7988 4.28186
2 0 19.3911 18.4704 4.23874
2 0 19.0632 18.142 4.1953
2 0 18.7352 17.8136 4.15152
2 0 18.4072 17.4853 4.1074
2 0 18.0792 17.1569 4.06292
2 0 17.7512 16.8286 4.01809
2 0 17.4232 16.5003 3.97288
2 0 17.0953 16.172 3.9273
2 0 16.7673 15.8438 3.88132
2 0 16.4393 15.5156 3.83493
2 0 16.1113 15.1874 3.78813
2 0 15.7833 14.8592 3.74091
2 0 15.4553 14.531 3.69324
2 0 15.1274 14.2029 3.64511
2 0 14.7994 13.8748 3.59651
2 0 14.4714 13.5468 3.54743
2 0 14.1434 13.2188 3.49784
2 0 13.8154 12.8908 3.44774
2 0 13.4875 12.5629 3.39709
2 0 13.1595 12.235 3.34589
2 0 12.8315 11.9072 3.2941
2 0 12.5035 11.5794 3.24172
2 0 12.1755 11.2517 3.18871
2 0 11.8475 10.924 3.13504
2 0 11.5196 10.5965 3.0807
2 0 11.1916 10.269 3.02566
2 0 10.8636 9.94153 2.96987
2 0 10.5356 9.61419 2.91331
2 0 10.2076 9.28694 2.85594
2 0 9.87964 8.95981 2.79773
2 0 9.55166 8.63279 2.73862
2 0 9.22368 8.3059 2.67857
2 0 8.89569 7.97916 2.61754
2 0 8.56771 7.65258 2.55547
2 0 8.23973 7.32617 2.49229
2 0 7.91175 6.99997 2.42795
2 0 7.58376 6.674 2.36235
2 0 7.25578 6.34829 2.29544
2 0 6.9278 6.02288 2.22711
2 0 6.59981 5.6978 2.15726
2 0 6.27183 5.37312 2.08578
2 0 5.94385 5.04889 2.01254
2 0 5.61587 4.72519 1.9374
2 0 5.28788 4.40213 1.86018
2 0 4.9599 4.07982 1.7807
2 0 4.63192 3.75843 1.69874
2 0 4.30394 3.43815 1.61403
2 0 3.97595 3.11926 1.52628
2 0 3.64797 2.8021 1.43513
2 0 3.31999 2.48719 1.34016
2 0 2.99201 2.17522 1.24088
3 0 51.7923 51.0154 7.59684
3 0 51.4647 50.6866 7.56868
3 0 51.1372 50.3579 7.54045
3 0 50.8096 50.0291 7.51214
3 0 50.4821 49.7003 7.48375
3 0 50.1546 49.3716 7.45528
3 0 49.827 49.0428 7.42673
3 0 49.4995 48.7141 7.3981
3 0 49.1719 48.3853 7.36938
3 0 48.8444 48.0566 7.34058
3 0 48.5168 47.7278 7.3117
3 0 48.1893 47.3991 7.28274
3 0 47.8617 47.0703 7.25369
3 0 47.5342 46.7416 7.22455
3 0 47.2066 46.4129 7.19532
3 0 46.8791 46.0841 7.16601
3 0 46.5516 45.7554 7.13661
3 0 46.224 45.4266 7.10712
3 0 45.8965 45.0979 7.07753
3 0 45.5689 44.7692 7.04786
3 0 45.2414 44.4404 7.01809
3 0 44.9138 44.1117 6.98823
3 0 44.5863 43.783 6.95827
3 0 44.2587 43.4542 6.92822
3 0 43.9312 43.1255 6.89808
3 0 43.6036 42.7968 6.86783
3 0 43.2761 42.4681 6.83748
3 0 42.9486 42.1394 6.80704
3 0 42.621 41.8106 6.77649
3 0 42.2935 41.4819 6.74585
3 0 41.9659 41.1532 6.71509
3 0 41.6384 40.8245 6.68424
3 0 41.3108 40.4958 6.65328
3 0 40.9833 40.1671 6.62221
3 0 40.6557 39.8384 6.59103
3 0 40.3282 39.5097 6.55974
3 0 40.0006 39.181 6.52835
3 0 39.6731 38.8523 6.49684
3 0 39.3456 38.5236 6.46521
3 0 39.018 38.1949 6.43348
3 0 38.6905 37.8662 6.40162
3 0 38.3629 37.5375 6.36965
3 0 38.0354 37.2089 6.33756
3 0 37.7078 36.8802 6.30535
3 0 37.3803 36.5515 6.27302
3 0 37.0527 36.2228 6.24056
3 0 36.7252 35.8942 6.20798
3 0 36.3976 35.5655 6.17527
3 0 36.0701 35.2369 6.14243
3 0 35.7426 34.9082 6.10947
3 0 35.415 34.5795 6.07637
3 0 35.0875 34.2509 6.04313
3 0 34.7599 33.9222 6.00976
3 0 34.4324 33.5936 5.97626
3 0 34.1048 33.265 5.94261
3 0 33.7773 32.9363 5.90882
3 0 33.4497 32.6077 5.87489
3 0 33.1222 32.2791 5.84081
3 0 32.7946 31.9505 5.80659
3 0 32.4671 31.6219 5.77222
3 0 32.1396 31.2932 5.73769
3 0 31.812 30.9646 5.70301
3 0 31.4845 30.636 5.66818
3 0 31.1569 30.3074 5.63318
3 0 30.8294 29.9789 5.59803
3 0 30.5018 29.6503 5.56271
3 0 30.1743 29.3217 5.52722
3 0 29.8467 28.9931 5.49156
3 0 29.5192 28.6646 5.45574
3 0 29.1916 28.336 5.41974
3 0 28.8641 28.0075 5.38356
3 0 28.5366 27.6789 5.3472
3 0 28.209 27.3504 5.31066
3 0 27.8815 27.0219 5.27393
3 0 27.5539 26.6933 5.23701
3 0 27.2264 26.3648 5.1999
3 0 26.8988 26.0363 5.16259
3 0 26.5713 25.7078 5.12508
3 0 26.2437 25.3793 5.08737
3 0 25.9162 25.0509 5.04945
3 0 25.5886 24.7224 5.01132
3 0 25.2611 24.3939 4.97297
3 0 24.9336 24.0655 4.93441
3 0 24.606 23.7371 4.89562
3 0 24.2785 23.4086 4.8566
3 0 23.9509 23.0802 4.81736
3 0 23.6234 22.7518 4.77787
3 0 23.2958 22.4234 4.73815
3 0 22.9683 22.0951 4.69817
3 0 22.6407 21.7667 4.65795
3 0 22.3132 21.4384 4.61746
3 0 21.9856 21.11 4.57672
3 0 21.6581 20.7817 4.5357
3 0 21.3306 20.4534 4.49441
3 0 21.003 20.1252 4.45284
3 0 20.6755 19.7969 4.41099
3 0 20.3479 19.4687 4.36884
3 0 20.0204 19.1404 4.32638
3 0 19.6928 18.8122 4.28362
3 0 19.3653 18.4841 4.24055
3 0 19.0377 18.1559 4.19715
3 0 18.7102 17.8278 4.15341
3 0 18.3826 17.4997 4.10934
3 0 18.0551 17.1716 4.06492
3 0 17.7276 16.8436 4.02014
3 0 17.4 16.5156 3.97499
3 0 17.0725 16.1876 3.92946
3 0 16.7449 15.8596 3.88354
3 0 16.4174 15.5317 3.83722
3 0 16.0898 15.2038 3.79049
3 0 15.7623 14.876 3.74334
3 0 15.4347 14.5482 3.69574
3 0 15.1072 14.2205 3.64769
3 0 14.7796 13.8928 3.59918
3 0 14.4521 13.5651 3.55019
3 0 14.1246 13.2375 3.50069
3 0 13.797 12.91 3.45069
3 0 13.4695 12.5826 3.40014
3 0 13.1419 12.2552 3.34905
3 0 12.8144 11.9279 3.29739
3 0 12.4868 11.6006 3.24513
3 0 12.1593 11.2735 3.19225
3 0 11.8317 10.9464 3.13873
3 0 11.5042 10.6195 3.08454
3 0 11.1767 10.2926 3.02966
3 0 10.8491 9.9659 2.97405
3 0 10.5216 9.63931 2.91768
3 0 10.194 9.31287 2.86052
3 0 9.86647 8.98658 2.80252
3 0 9.53892 8.66047 2.74366
3 0 9.21138 8.33456 2.68388
3 0 8.88383 8.00886 2.62313
3 0 8.55629 7.68339 2.56138
3 0 8.22874 7.3582 2.49854
3 0 7.9012 7.03331 2.43458
3 0 7.57365 6.70875 2.36941
3 0 7.24611 6.38458 2.30297
3 0 6.91856 6.06085 2.23516
3 0 6.59102 5.73761 2.16591
3 0 6.26347 5.41496 2.09509
3 0 5.93592 5.09297 2.02262
3 0 5.60838 4.77177 1.94834
3 0 5.28083 4.45149 1.87213
3 0 4.95329 4.13232 1.79383
3 0 4.62574 3.81447 1.71324
3 0 4.2982 3.49824 1.63017
3 0 3.97065 3.18399 1.54439
3 0 3.64311 2.87224 1.45565
3 0 3.31556 2.56366 1.36367
3 0 2.98802 2.2592 1.26817
4 0 51.7232 51.0205 7.59727
4 0 51.3961 50.6918 7.56912
4 0 51.069 50.3631 7.5409
4 0 50.7419 50.0343 7.51259
4 0 50.4148 49.7056 7.4842
4 0 50.0877 49.3769 7.45574
4 0 49.7606 49.0482 7.42719
4 0 49.4335 48.7194 7.39856
4 0 49.1064 48.3907 7.36985
4 0 48.7792 48.062 7.34106
4 0 48.4521 47.7333 7.31219
4 0 48.125 47.4046 7.28322
4 0 47.7979 47.0759 7.25418
4 0 47.4708 46.7472 7.22504
4 0 47.1437 46.4185 7.19582
4 0 46.8166 46.0898 7.16652
4 0 46.4895 45.7611 7.13712
4 0 46.1624 45.4324 7.10763
4 0 45.8353 45.1037 7.07806
4 0 45.5082 44.775 7.04839
4 0 45.181 44.4463 7.01862
4 0 44.8539 44.1176 6.98877
4 0 44.5268 43.7889 6.95882
4 0 44.1997 43.4602 6.92877
4 0 43.8726 43.1316 6.89863
4 0 43.5455 42.8029 6.86839
4 0 43.2184 42.4742 6.83805
4 0 42.8913 42.1455 6.80761
4 0 42.5642 41.8169 6.77707
4 0 42.2371 41.4882 6.74643
4 0 41.91 41.1595 6.71569
4 0 41.5829 40.8309 6.68484
4 0 41.2557 40.5022 6.65388
4 0 40.9286 40.1736 6.62282
4 0 40.6015 39.8449 6.59165
4 0 40.2744 39.5163 6.56037
4 0 39.9473 39.1876 6.52898
4 0 39.6202 38.859 6.49748
4 0 39.2931 38.5304 6.46587
4 0 38.966 38.2017 6.43414
4 0 38.6389 37.8731 6.40229
4 0 38.3118 37.5445 6.37033
4 0 37.9847 37.2158 6.33824
4 0 37.6575 36.8872 6.30604
4 0 37.3304 36.5586 6.27372
4 0 37.0033 36.23 6.24127
4 0 36.6762 35.9014 6.2087
4 0 36.3491 35.5728 6.176
4 0 36.022 35.2442 6.14317
4 0 35.6949 34.9156 6.11021
4 0 35.3678 34.587 6.07712
4 0 35.0407 34.2585 6.0439
4 0 34.7136 33.9299 6.01054
4 0 34.3865 33.6013 5.97704
4 0 34.0594 33.2728 5.94341
4 0 33.7322 32.9442 5.90963
4 0 33.4051 32.6156 5.87571
4 0 33.078 32.2871 5.84165
4 0 32.7509 31.9586 5.80744
4 0 32.4238 31.63 5.77307
4 0 32.0967 31.3015 5.73856
4 0 31.7696 30.973 5.7039
4 0 31.4425 30.6445 5.66907
4 0 31.1154 30.316 5.63409
4 0 30.7883 29.9875 5.59895
4 0 30.4612 29.659 5.56364
4 0 30.134 29.3305 5.52817
4 0 29.8069 29.002 5.49253
4 0 29.4798 28.6736 5.45672
4 0 29.1527 28.3451 5.42073
4 0 28.8256 28.0167 5.38457
4 0 28.4985 27.6882 5.34823
4 0 28.1714 27.3598 5.3117
4 0 27.8443 27.0314 5.27499
4 0 27.5172 26.703 5.23809
4 0 27.1901 26.3746 5.201
4 0 26.863 26.0462 5.16371
4 0 26.5359 25.7178 5.12622
4 0 26.2087 25.3895 5.08853
4 0 25.8816 25.0611 5.05063
4 0 25.5545 24.7328 5.01252
4 0 25.2274 24.4044 4.9742
4 0 24.9003 24.0761 4.93566
4 0 24.5732 23.7478 4.8969
4 0 24.2461 23.4196 4.85791
4 0 23.919 23.0913 4.81868
4 0 23.5919 22.7631 4.77923
4 0 23.2648 22.4348 4.73953
4 0 22.9377 22.1066 4.69958
4 0 22.6106 21.7784 4.65939
4 0 22.2834 21.4503 4.61893
4 0 21.9563 21.1221 4.57822
4 0 21.6292 20.794 4.53724
4 0 21.3021 20.4659 4.49598
4 0 20.975 20.1378 4.45445
4 0 20.6479 19.8097 4.41263
4 0 20.3208 19.4817 4.37051
4 0 19.9937 19.1537 4.3281
4 0 19.6666 18.8257 4.28538
4 0 19.3395 18.4978 4.24235
4 0 19.0124 18.1698 4.19899
4 0 18.6852 17.842 4.15531
4 0 18.3581 17.5141 4.11129
4 0 18.031 17.1863 4.06691
4 0 17.7039 16.8585 4.02219
4 0 17.3768 16.5308 3.97709
4 0 17.0497 16.2031 3.93162
4 0 16.7226 15.8754 3.88577
4 0 16.3955 15.5478 3.83951
4 0 16.0684 15.2203 3.79285
4 0 15.7413 14.8928 3.74576
4 0 15.4142 14.5654 3.69824
4 0 15.0871 14.238 3.65027
4 0 14.7599 13.9107 3.60184
4 0 14.4328 13.5834 3.55294
4 0 14.1057 13.2563 3.50354
4 0 13.7786 12.9292 3.45363
4 0 13.4515 12.6022 3.40319
4 0 13.1244 12.2753 3.35221
4 0 12.7973 11.9485 3.30066
4 0 12.4702 11.6218 3.24852
4 0 12.1431 11.2952 3.19578
4 0 11.816 10.9687 3.1424
4 0 11.4889 10.6424 3.08837
4 0 11.1617 10.3162 3.03365
4 0 10.8346 9.99022 2.97821
4 0 10.5075 9.66437 2.92203
4 0 10.1804 9.33872 2.86508
4 0 9.85331 9.01328 2.8073
4 0 9.5262 8.68808 2.74868
4 0 9.1991 8.36312 2.68916
4 0 8.87199 8.03846 2.6287
4 0 8.54488 7.7141 2.56725
4 0 8.21777 7.39011 2.50476
4 0 7.89066 7.0665 2.44117
4 0 7.56355 6.74335 2.37642
4 0 7.23644 6.42069 2.31044
4 0 6.90934 6.09862 2.24315
4 0 6.58223 5.77719 2.17447
4 0 6.25512 5.45653 2.10432
4 0 5.92801 5.13674 2.03258
4 0 5.6009 4.81797 1.95916
